slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found
scallop-pool,Scallop Pool,Yield,Solana,Solana,17353.466949231304,Q3,0,0,0,0,0,,,0
somnex-perp,Somnex Perp,Derivatives,Somnia,Somnia,87899.29346143531,Q3,0,0,0,0,0,,,0
somnia-exchange,Somnia Exchange,Dexs,Somnia,Somnia,193325.57270781937,Q3,0,0,0,0,0,,,0
somnex-dex,Somnex DEX,Dexs,Somnia,Somnia,34705.8845904648,Q3,0,0,0,0,0,,,0
somnex-v3,Somnex V3,Dexs,Somnia,Somnia,87872.49567401403,Q3,0,0,0,0,0,,,0
passdex,PassDEX,Dexs,Soneium,Soneium;Hemi;Unichain,19092.80181240007,Q3,0,0,0,0,0,,,0
sonefi-amm,SoneFi AMM,Dexs,Soneium,Soneium,111264.74816100457,Q3,0,0,0,0,0,,,0
untitledbank,UntitledBank,Lending,Soneium,Soneium,516370.8872664532,Q3,0,0,0,0,0,,,0
sonefi-perp,SoneFi Perp,Derivatives,Soneium,Soneium,372234.6895368426,Q3,0,0,0,0,0,,,0
sonus-exchange-amm,Sonus Exchange AMM,Dexs,Soneium,Soneium,72671.29463228774,Q3,0,0,0,0,0,,,0
2thick,2THICK,Dexs,Sonic,Sonic;Base;Fantom,81080.77600068176,Q3,0,0,0,0,0,,,0
tholgar-rings-auto-voter,Tholgar Rings Auto Voter,Yield,Sonic,Sonic,114585.4444315208,Q3,0,0,0,0,0,,,0
stability,Stability,Liquidity manager,Sonic,Sonic;Base;Polygon;re.al,513704.6723921896,Q3,0,0,0,0,0,,,0
atlantis,Atlantis,Dexs,Sonic,Sonic,47129.00245984795,Q3,0,0,0,0,0,,,0
equalizer-exchange,Equalizer Exchange,Dexs,Sonic,Sonic;Fantom,478309.0016589723,Q3,0,0,0,0,0,,,0
cobaltx,CobaltX,Dexs,Soon Network,Soon Network;svmBNB;soonBase,48751.95680843465,Q3,0,0,0,0,0,,,0
stackswap,StackSwap,Dexs,Stacks,Stacks,70538.59341529856,Q3,0,0,0,0,0,,,0
starswap-starcoin,Starswap Starcoin,Dexs,Starcoin,Starcoin,467279.2442157554,Q3,0,0,0,0,0,,,0
bfly-finance,BFly Finance,Lending,Starcoin,Starcoin,140609.38315319776,Q3,0,0,0,0,0,,,0
stargaze,Stargaze,NFT Marketplace,Stargaze,Stargaze,110294.6026533037,Q3,0,0,0,0,0,,,0
astroswap-amm,AstroSwap AMM,Dexs,Starknet,Starknet,79796.82927569565,Q3,0,0,0,0,0,,,0
bountive,Bountive,Yield,Starknet,Starknet,23332.24292646681,Q3,0,0,0,0,0,,,0
jediswap-v2,JediSwap V2,Dexs,Starknet,Starknet,47336.223098312985,Q3,0,0,0,0,0,,,0
sithswap,SithSwap,Dexs,Starknet,Starknet,178762.57466838323,Q3,0,0,0,0,0,,,0
protossdex,ProtossDex,Dexs,Starknet,Starknet,14602.20838192404,Q3,0,0,0,0,0,,,0
excellar,Excellar,Basis Trading,Stellar,Stellar,212573.9847749,Q3,0,0,0,0,0,,,0
blend-pools,Blend Pools,Lending,Stellar,Stellar,94815.62908250833,Q3,0,0,0,0,0,,,0
step-exchange,Step Exchange,Dexs,Step,Step,25168.700263574978,Q3,0,0,0,0,0,,,0
wand-protocol,Wand Protocol,CDP,Story,Story;Blast,120749.82806425117,Q3,0,0,0,0,0,,,0
piperx-v2,PiperX V2,Dexs,Story,Story,150309.936067994,Q3,0,0,0,0,0,,,0
straxswap,StraxSwap,Dexs,Stratis,Stratis,34555.06176077162,Q3,0,0,0,0,0,,,0
stratis-liquid-staking,Stratis Liquid Staking,Liquid Staking,Stratis,Stratis,573963.2616110652,Q3,0,0,0,0,0,,,0
sudo-perps,Sudo Perps,Derivatives,Sui,Sui,493528.1088303574,Q3,0,0,0,0,0,,,0
sui-rewards-me,Sui Rewards Me,Launchpad,Sui,Sui,19918.53132212009,Q3,0,0,0,0,0,,,0
abex-finance,ABEx Finance,Derivatives,Sui,Sui,29783.889762975516,Q3,0,0,0,0,0,,,0
weiss-finance,Weiss Finance,CDP,Sui,Sui,15677.10347296284,Q3,0,0,0,0,0,,,0
kriya-amm,Kriya AMM,Dexs,Sui,Sui,141364.85132154898,Q3,0,0,0,0,0,,,0
dexlyn-labs,Dexlyn Labs,Dexs,Supra,Supra,171956.3051805111,Q3,0,0,0,0,0,,,0
tempest-finance,Tempest Finance,Liquidity manager,Swellchain,Swellchain;Scroll;Ethereum;Canto;Optimism;Manta;Arbitrum;Base;Binance,406275.36751531914,Q3,0,0,0,0,0,,,0
orki-finance,Orki Finance,CDP,Swellchain,Swellchain,39033.75248635638,Q3,0,0,0,0,0,,,0
titan-dex,Titan Dex,Dexs,TON,TON,19208.03622208426,Q3,0,0,0,0,0,,,0
tonco,TONCO,Dexs,TON,TON,198803.4260851784,Q3,0,0,0,0,0,,,0
bigpump,BigPump,Launchpad,TON,TON,16833.09378298299,Q3,0,0,0,0,0,,,0
tonpools,TonPools,Staking Pool,TON,TON,15876.167234908542,Q3,0,0,0,0,0,,,0
gaspump,GasPump,Launchpad,TON,TON,35493.11515151927,Q3,0,0,0,0,0,,,0
panko-finance,Panko Finance,Dexs,Taiko,Taiko,16423.506267183933,Q3,0,0,0,0,0,,,0
takotako,TakoTako,Lending,Taiko,Taiko,19871.330595470572,Q3,0,0,0,0,0,,,0
hana-finance,Hana Finance,Lending,Taiko,Taiko,23826.990824792032,Q3,0,0,0,0,0,,,0
ritsu-protocol,Ritsu Protocol,Dexs,Taiko,Taiko,556988.422692195,Q3,0,0,0,0,0,,,0
lara-protocol,Lara Protocol,Liquid Staking,Taraxa,Taraxa,24153.314172517246,Q3,0,0,0,0,0,,,0
meridian-lend,Meridian Lend,Lending,Telos,Telos;Taiko;Taraxa;Meter;Fuse,104416.450075269,Q3,0,0,0,0,0,,,0
telos-swap,Telos Swap,Dexs,Telos,Telos,33221.52692132619,Q3,0,0,0,0,0,,,0
meridian-finance,Meridian Finance,CDP,Telos,Telos;Base;Taraxa;Fuse;Artela,79057.86984055718,Q3,0,0,0,0,0,,,0
stlos-liquid-staking,sTLOS Liquid Staking,Liquid Staking,Telos,Telos,474005.43114092137,Q3,0,0,0,0,0,,,0
terraswap,Terraswap,Dexs,Terra,Terra;Terra2,427410.7791981512,Q3,0,0,0,0,0,,,0
garudadefi,GarudaDefi,Dexs,Terra,Terra,251117.3652935355,Q3,0,0,0,0,0,,,0
solid,SOLID,CDP,Terra2,Terra2,81217.55187084513,Q3,0,0,0,0,0,,,0
backbone-labs,BackBone Labs,Liquid Staking,Terra2,Terra2;Injective;Osmosis;Chihuahua;Juno;Kujira;Archway;Migaloo,275993.0264484311,Q3,0,0,0,0,0,,,0
tezfin,TezFin,Lending,Tezos,Tezos,27195.878509799622,Q3,0,0,0,0,0,,,0
quipuswap-v3,QuipuSwap V3,Dexs,Tezos,Tezos,115805.95142988722,Q3,0,0,0,0,0,,,0
crunchy,Crunchy,Yield Aggregator,Tezos,Tezos,106537.3061562356,Q3,0,0,0,0,0,,,0
quipuswap-v2,QuipuSwap V2,Dexs,Tezos,Tezos,43579.121214054074,Q3,0,0,0,0,0,,,0
plenty,Plenty,Dexs,Tezos,Tezos,104030.56591679812,Q3,0,0,0,0,0,,,0
thetacash,ThetaCash,Synthetics,Theta,Theta,195552.55617884843,Q3,0,0,0,0,0,,,0
thetaswap,ThetaSwap,Dexs,Theta,Theta,225085.87748478,Q3,0,0,0,0,0,,,0
voltswap,VoltSwap,Dexs,Theta,Theta;Meter,153898.20454251004,Q3,0,0,0,0,0,,,0
nami-index,Nami Index,Indexes,Thorchain,Thorchain,210187.92615487,Q3,0,0,0,0,0,,,0
laserswap,LaserSwap,Dexs,ThunderCore,ThunderCore,147194.55833512227,Q3,0,0,0,0,0,,,0
ram-protocol,Ram Protocol,Lending,ThunderCore,ThunderCore,25524.223386218713,Q3,0,0,0,0,0,,,0
ttswap,TTswap,Dexs,ThunderCore,ThunderCore,17665.37836314659,Q3,0,0,0,0,0,,,0
powerflow,PowerFlow,Bridge,Titan,Titan;Solana;Ethereum,284560.96753794915,Q3,0,0,0,0,0,,,0
rabbit-swap,Rabbit Swap,Dexs,TomoChain,TomoChain,491022.2438716817,Q3,0,0,0,0,0,,,0
socialswap,SocialSwap,Dexs,Tron,Tron,306586.995428076,Q3,0,0,0,0,0,,,0
uswap,Uswap,Dexs,Tron,Tron,582455.4179225764,Q3,0,0,0,0,0,,,0
strx-finance,STRX Finance,Liquid Staking,Tron,Tron,15889.78363811905,Q3,0,0,0,0,0,,,0
intercroneswap,Intercroneswap,Dexs,Tron,Tron;Bittorrent;Binance,325009.5376600869,Q3,0,0,0,0,0,,,0
tronnrg,TronNRG,Staking Pool,Tron,Tron,16918.492964576777,Q3,0,0,0,0,0,,,0
unilend-protocol,Unilend Protocol,Lending,UNIT0,UNIT0,371158.4949897124,Q3,0,0,0,0,0,,,0
koalaswap,KoalaSwap,Dexs,UNIT0,UNIT0,156128.01111846964,Q3,0,0,0,0,0,,,0
ultronswap,UltronSwap,Dexs,Ultron,Ultron,244665.45566958608,Q3,0,0,0,0,0,,,0
ucs-finance,UCS Finance,Dexs,Unichain,Unichain,19865.59084112561,Q3,0,0,0,0,0,,,0
catex,Catex,Dexs,Unichain,Unichain;Polygon,105949.43303387826,Q3,0,0,0,0,0,,,0
turtleswap,TurtleSwap,Dexs,VeChain,VeChain,48098.80575227018,Q3,0,0,0,0,0,,,0
vexchange,Vexchange,Dexs,VeChain,VeChain,117105.2592217596,Q3,0,0,0,0,0,,,0
betterswap,BetterSwap,Dexs,VeChain,VeChain,374310.0844804178,Q3,0,0,0,0,0,,,0
verocket,VeRocket,Dexs,VeChain,VeChain,53550.901453970626,Q3,0,0,0,0,0,,,0
astroswap,AstroSwap,Dexs,Velas,Velas,56676.82549658423,Q3,0,0,0,0,0,,,0
wagyuswap,WagyuSwap,Dexs,Velas,Velas,130624.58082132284,Q3,0,0,0,0,0,,,0
wavelength-dao,Wavelength DAO,Dexs,Velas,Velas,66746.14610416946,Q3,0,0,0,0,0,,,0
viva,Viva,Yield,Vite,Vite,80730.4646866,Q3,0,0,0,0,0,,,0
kurrency,Kurrency,CDP,WEMIX,WEMIX;Klaytn,222962.97544000787,Q3,0,0,0,0,0,,,0
neutrino,Neutrino,Indexes,Waves,Waves,339605.1640061245,Q3,0,0,0,0,0,,,0
alien-worlds,Alien Worlds,Gaming,Wax,Wax,66065.15167877468,Q3,0,0,0,0,0,,,0
waxfusion,WaxFusion,Liquid Staking,Wax,Wax,24856.7765838701,Q3,0,0,0,0,0,,,0
atomichub,AtomicHub,Dexs,Wax,Wax;EOS,77979.4645025925,Q3,0,0,0,0,0,,,0
alcor-exchange,Alcor Exchange,Dexs,Wax,Wax;EOS,248264.32188995613,Q3,0,0,0,0,0,,,0
taco-studios,Taco Studios,Dexs,Wax,Wax,47734.09296812415,Q3,0,0,0,0,0,,,0
okieswap-stableswap,OkieSwap Stableswap,Dexs,X Layer,X Layer,31239.718286109943,Q3,0,0,0,0,0,,,0
revoswap,Revoswap,Dexs,X Layer,X Layer,52342.96462443158,Q3,0,0,0,0,0,,,0
okieswap-v2,OkieSwap V2,Dexs,X Layer,X Layer,118895.56597478896,Q3,0,0,0,0,0,,,0
abstradex,AbstraDEX,Dexs,X Layer,X Layer;Morph;Cronos zkEVM;ZetaChain;Zkfair;Cyber;Blast,393538.328429232,Q3,0,0,0,0,0,,,0
okieswap-v3,OkieSwap V3,Dexs,X Layer,X Layer,211287.5809848424,Q3,0,0,0,0,0,,,0
fathom-lending,Fathom Lending,Lending,XDC,XDC,143982.66147541584,Q3,0,0,0,0,0,,,0
xswap-v2,XSwap V2,Dexs,XDC,XDC,226448.86921882935,Q3,0,0,0,0,0,,,0
fathom-amm,Fathom AMM,Dexs,XDC,XDC,69526.27823178154,Q3,0,0,0,0,0,,,0
fathom-vault,Fathom Vault,Yield,XDC,XDC,15805.37243456232,Q3,0,0,0,0,0,,,0
dezswap,Dezswap,Dexs,XPLA,XPLA,357350.3423097349,Q3,0,0,0,0,0,,,0
xrise33-network,XRiSE33 Network,Dexs,XRPL EVM,XRPL EVM,21081.108091863225,Q3,0,0,0,0,0,,,0
riddle,Riddle,Launchpad,XRPL EVM,XRPL EVM,16104.007056661325,Q3,0,0,0,0,0,,,0
accumulated-finance-lending,Accumulated Finance Lending,Lending,ZetaChain,ZetaChain;Coti;Velas;Bitkub;Sapphire,203474.5579993581,Q3,0,0,0,0,0,,,0
amana,Amana,Yield Aggregator,ZetaChain,ZetaChain,63303.58761031266,Q3,0,0,0,0,0,,,0
zearn-protocol,Zearn Protocol,Liquid Staking,ZetaChain,ZetaChain;Bitlayer,85314.4616150544,Q3,0,0,0,0,0,,,0
eddyfinance-amm,EddyFinance AMM,Dexs,ZetaChain,ZetaChain,410512.2690163121,Q3,0,0,0,0,0,,,0
substance-exchange,Substance Exchange,Derivatives,ZetaChain,ZetaChain;Arbitrum,35318.83281129143,Q3,0,0,0,0,0,,,0
avely-staking,Avely Staking,Liquid Staking,Zilliqa,Zilliqa,76040.0663216947,Q3,0,0,0,0,0,,,0
plunderswap-v3,PlunderSwap V3,Dexs,Zilliqa,Zilliqa,303145.1484631572,Q3,0,0,0,0,0,,,0
zilswap,ZilSwap,Dexs,Zilliqa,Zilliqa,295496.05805048306,Q3,0,0,0,0,0,,,0
gud.tech,Gud.Tech,AI Agents,Zircuit,Zircuit,116283.74110152623,Q3,0,0,0,0,0,,,0
zuit-swap,Zuit Swap,Dexs,Zircuit,Zircuit,547689.0571471299,Q3,0,0,0,0,0,,,0
elara,Elara,Lending,Zircuit,Zircuit,226505.43608904895,Q3,0,0,0,0,0,,,0
ocelex-v2,Ocelex V2,Dexs,Zircuit,Zircuit,364118.05849412933,Q3,0,0,0,0,0,,,0
sideswap,Sideswap,Dexs,Zkfair,Zkfair,47297.88423184994,Q3,0,0,0,0,0,,,0
feefree,FeeFree,Dexs,Zora,Zora;Scroll;Base,20195.51465771431,Q3,0,0,0,0,0,,,0
interport-finance,Interport Finance,Cross Chain Bridge,inEVM,inEVM;Scroll;zkLink;Fantom;Linea;Manta;Ethereum;Blast;Optimism;Base;Binance;Arbitrum;Avalanche;zkSync Era;Op_Bnb;Polygon;Polygon zkEVM;Horizen EON,24870.89372409433,Q3,0,0,0,0,0,,,0
1bch,1BCH,Dexs,smartBCH,smartBCH,19143.186693348576,Q3,0,0,0,0,0,,,0
benswap,BenSwap,Dexs,smartBCH,smartBCH;Binance,399663.43865044496,Q3,0,0,0,0,0,,,0
tropical-finance,Tropical Finance,Dexs,smartBCH,smartBCH,60837.86961452405,Q3,0,0,0,0,0,,,0
blockng,BlockNG,Dexs,smartBCH,smartBCH,119752.33525128623,Q3,0,0,0,0,0,,,0
tangoswap,TangoSwap,Dexs,smartBCH,smartBCH,32031.087091052053,Q3,0,0,0,0,0,,,0
bao-swap,BAO Swap,Dexs,xDai,xDai,55017.32043075181,Q3,0,0,0,0,0,,,0
breadchain,Breadchain,CDP,xDai,xDai,462432.8112857699,Q3,0,0,0,0,0,,,0
swapr-v2,Swapr V2,Dexs,xDai,xDai;Arbitrum;Ethereum,485394.29542499554,Q3,0,0,0,0,0,,,0
gardens-dao,Gardens DAO,Governance Incentives,xDai,xDai,27533.89570549143,Q3,0,0,0,0,0,,,0
realt-rmm-marketplace,RealT RMM Marketplace,Lending,xDai,xDai,117852.99736848932,Q3,0,0,0,0,0,,,0
linkswap,Linkswap,Dexs,zkLink,zkLink,30344.826772855668,Q3,0,0,0,0,0,,,0
novaswap-v2,NovaSwap V2,Dexs,zkLink,zkLink,22390.485366077755,Q3,0,0,0,0,0,,,0
zkdx,zkDX,Farm,zkLink,zkLink;zkSync Era;Linea,77965.05184320826,Q3,0,0,0,0,0,,,0
basilisk,Basilisk,Lending,zkSync Era,zkSync Era,164643.3606178723,Q3,0,0,0,0,0,,,0
vivaleva-protocol,VivaLeva Protocol,Leveraged Farming,zkSync Era,zkSync Era,38493.2046094508,Q3,0,0,0,0,0,,,0
velocore-v1,Velocore V1,Dexs,zkSync Era,zkSync Era,150182.55360450735,Q3,0,0,0,0,0,,,0
clave,Clave,Liquid Staking,zkSync Era,zkSync Era,20475.814078450217,Q3,0,0,0,0,0,,,0
holdstation-swap,Holdstation Swap,Dexs,zkSync Era,zkSync Era;Berachain,77643.32706194087,Q3,0,0,0,0,0,,,0
bitfi-btc,BitFi BTC,Anchor BTC,AILayer,AILayer,91534501.41996756,Q4,0,0,0,0,0,,,0
myriad-markets,Myriad Markets,Prediction Market,Abstract,Abstract;Binance;Linea,714047.4756397235,Q4,0,0,0,0,0,,,0
reservoir-tools-amm,Reservoir Tools AMM,Dexs,Abstract,Abstract;Ink;Zero Network;Shape,4006583.7149358112,Q4,0,0,0,0,0,,,0
reservoir-tools-clmm,Reservoir Tools CLMM,Dexs,Abstract,Abstract;Ink;Zero Network;Redstone;Shape,3965553.6066511143,Q4,0,0,0,0,0,,,0
acala-liquid-staking,Acala Liquid Staking,Liquid Staking,Acala,Acala,6778332.384969508,Q4,0,0,0,0,0,,,0
acala-lcdot,Acala LCDOT,Liquid Staking,Acala,Acala,5049674.267356669,Q4,0,0,0,0,0,,,0
alphbanx,AlphBanX,CDP,Alephium,Alephium,933972.053990828,Q4,0,0,0,0,0,,,0
alephium-bridge,Alephium Bridge,Bridge,Alephium,Alephium;Ethereum;Binance,1779931.877688046,Q4,0,0,0,0,0,,,0
pact,Pact,Dexs,Algorand,Algorand,2907417.0,Q4,0,0,0,0,0,,,0
tinyman,Tinyman,Dexs,Algorand,Algorand,7949757.629813754,Q4,0,0,0,0,0,,,0
algofi-lend,Algofi Lend,Lending,Algorand,Algorand,780958.5157730808,Q4,0,0,0,0,0,,,0
vestige,Vestige,Launchpad,Algorand,Algorand,854571.391578,Q4,0,0,0,0,0,,,0
lofty,Lofty,RWA,Algorand,Algorand,99157084.13189375,Q4,0,0,0,0,0,,,0
benddao-ape-staking,BendDAO APE Staking,Yield,ApeChain,ApeChain;Ethereum,1427198.02392144,Q4,0,0,0,0,0,,,0
aave-aptos,Aave Aptos,Lending,Aptos,Aptos,39483186.43637452,Q4,0,0,0,0,0,,,0
merkle-trade,Merkle Trade,Derivatives,Aptos,Aptos,5011250.944579519,Q4,0,0,0,0,0,,,0
echo-strategy,Echo Strategy,Yield Aggregator,Aptos,Aptos,4400821.600023597,Q4,0,0,0,0,0,,,0
amnis-finance,Amnis Finance,Liquid Staking,Aptos,Aptos,48966329.03962506,Q4,0,0,0,0,0,,,0
moar-market,Moar Market,Leveraged Farming,Aptos,Aptos,6189677.807267843,Q4,0,0,0,0,0,,,0
arbitrove,Arbitrove,Indexes,Arbitrum,Arbitrum,771855.1490883997,Q4,0,0,0,0,0,,,0
camelot-v2,Camelot V2,Dexs,Arbitrum,Arbitrum;ApeChain;Sanko;Xai;Superposition;Rari;Reya Network;EDU Chain;Gravity;DuckChain,9832368.246347949,Q4,0,0,0,0,0,,,0
omniyield,OmniYield,Yield Aggregator,Arbitrum,Arbitrum,3199908.013075566,Q4,0,0,0,0,0,,,0
sanko-bridge,Sanko Bridge,Canonical Bridge,Arbitrum,Arbitrum,2322187.4313528496,Q4,0,0,0,0,0,,,0
elfi-protocol,ELFi Protocol,Derivatives,Arbitrum,Arbitrum;Base,7948501.412113331,Q4,0,0,0,0,0,,,0
astake,Astake,Liquid Staking,Astar,Astar,2143422.441952337,Q4,0,0,0,0,0,,,0
neemo-finance,Neemo Finance,Liquid Restaking,Astar,Astar;Ethereum,1901229.690830004,Q4,0,0,0,0,0,,,0
arthswap-v2,ArthSwap V2,Dexs,Astar,Astar,792008.6035599245,Q4,0,0,0,0,0,,,0
astar-dapps-staking,Astar dApps Staking,Chain,Astar,Astar,25037952.39856211,Q4,0,0,0,0,0,,,0
aurora-plus,Aurora Plus,Farm,Aurora,Aurora,3183054.318531234,Q4,0,0,0,0,0,,,0
bastion,Bastion,Lending,Aurora,Aurora,683152.5146664791,Q4,0,0,0,0,0,,,0
trisolaris,Trisolaris,Dexs,Aurora,Aurora,1350001.1184725077,Q4,0,0,0,0,0,,,0
vapordex-v1,VaporDex V1,Dexs,Avalanche,Avalanche;Telos;ApeChain,632092.221439323,Q4,0,0,0,0,0,,,0
yield-yak-aggregator,Yield Yak Aggregator,Yield Aggregator,Avalanche,Avalanche;Arbitrum;Mantle,21965329.902251165,Q4,0,0,0,0,0,,,0
axial,Axial,Dexs,Avalanche,Avalanche,2148292.1981091085,Q4,0,0,0,0,0,,,0
frankencoin,Frankencoin,CDP,Avalanche,Avalanche;Base;Ethereum;Optimism;Arbitrum;Sonic;Polygon;xDai,29188123.156168737,Q4,0,0,0,0,0,,,0
suzaku,Suzaku,Restaking,Avalanche,Avalanche,2630048.39669514,Q4,0,0,0,0,0,,,0
segment-finance,Segment Finance,Lending,BOB,BOB;Binance;BSquared;Op_Bnb;CORE;RSK,750618.6977975774,Q4,0,0,0,0,0,,,0
blueshift,Blueshift,Dexs,BOB,BOB;Kava;Polygon;Milkomeda;Milkomeda A1,4986688.119095233,Q4,0,0,0,0,0,,,0
echo-bridge,Echo Bridge,Bridge,BSquared,BSquared,180881611.86687407,Q4,0,0,0,0,0,,,0
unirouter,UniRouter,Bridge,BSquared,BSquared,341401140.8604643,Q4,0,0,0,0,0,,,0
glowswap,GlowSwap,Dexs,BSquared,BSquared,3003578.0811390737,Q4,0,0,0,0,0,,,0
buzz-farming,Buzz Farming,Farm,BSquared,BSquared,330437177.4714708,Q4,0,0,0,0,0,,,0
hive-protocol,Hive Protocol,Chain,BSquared,BSquared,10985718.87027133,Q4,0,0,0,0,0,,,0
escher,Escher,Liquid Staking,Babylon Genesis,Babylon Genesis,4167979.5394132296,Q4,0,0,0,0,0,,,0
lolik-liquid-staking,Lolik Liquid Staking,Liquid Staking,Bahamut,Bahamut,29329194.15262804,Q4,0,0,0,0,0,,,0
synfutures-v3,SynFutures V3,Derivatives,Base,Base;Blast,5272584.4889446,Q4,0,0,0,0,0,,,0
sosovalue-basis,SoSoValue Basis,Basis Trading,Base,Base,4086924.611086874,Q4,0,0,0,0,0,,,0
truemarkets,Truemarkets,Prediction Market,Base,Base,2548310.3747383803,Q4,0,0,0,0,0,,,0
bitbond-lockers,Bitbond Lockers,Token Locker,Base,Base;Binance;Ethereum;Optimism;Avalanche;Polygon;Arbitrum,10900642.080094498,Q4,0,0,0,0,0,,,0
friend.tech-v1,friend.tech V1,SoFi,Base,Base,3035164.8213549093,Q4,0,0,0,0,0,,,0
beam-swap,Beam Swap,Dexs,Beam,Beam,1428432.675312569,Q4,0,0,0,0,0,,,0
smilee-finance-gbera,Smilee Finance gBERA,Liquid Staking,Berachain,Berachain,3545069.523816687,Q4,0,0,0,0,0,,,0
royco-protocol,Royco Protocol,Yield,Berachain,Berachain;Arbitrum;Plume Mainnet;Ethereum;Sonic;Base;Corn;Hyperliquid L1,23816105.472072933,Q4,0,0,0,0,0,,,0
beraborrow,Beraborrow,CDP,Berachain,Berachain,43198854.93245814,Q4,0,0,0,0,0,,,0
nome-protocol,NOME Protocol,Algo-Stables,Berachain,Berachain,1980830.8640411852,Q4,0,0,0,0,0,,,0
goldilocks,Goldilocks,Yield,Berachain,Berachain,618692.9865619413,Q4,0,0,0,0,0,,,0
bifrost-dex,Bifrost Dex,Dexs,Bifrost,Bifrost,7697451.658908193,Q4,0,0,0,0,0,,,0
bifrost-liquid-crowdloan,Bifrost Liquid Crowdloan,Liquid Staking,Bifrost,Bifrost,771282.8615649311,Q4,0,0,0,0,0,,,0
bifrost-liquid-staking,Bifrost Liquid Staking,Liquid Staking,Bifrost,Bifrost;Ethereum;Astar;Manta;Filecoin,86247164.9274622,Q4,0,0,0,0,0,,,0
bifi,BiFi,Lending,Bifrost Network,Bifrost Network;Binance;Ethereum;Klaytn;Avalanche,9301527.872113014,Q4,0,0,0,0,0,,,0
biquid,Biquid,Liquid Staking,Bifrost Network,Bifrost Network,5493027.400061146,Q4,0,0,0,0,0,,,0
everdex,Everdex,Dexs,Bifrost Network,Bifrost Network,4314045.674306016,Q4,0,0,0,0,0,,,0
kernel,Kernel,Restaking,Binance,Binance,6995344.55085693,Q4,0,0,0,0,0,,,0
cakepie,Cakepie,Yield,Binance,Binance,724844.1103229701,Q4,0,0,0,0,0,,,0
nomiswap,Nomiswap,Dexs,Binance,Binance,1400377.373786318,Q4,0,0,0,0,0,,,0
solv-basis-trading,Solv Basis Trading,Basis Trading,Binance,Binance;Soneium;Arbitrum;Ethereum;Mantle;Polygon;Solana;Merlin,234848755.74617857,Q4,0,0,0,0,0,,,0
acryptos,ACryptoS,Liquidity manager,Binance,Binance;Arbitrum;Avalanche;Base;Moonbeam;Moonriver;Astar;Linea;Ethereum;Optimism;Cronos;xDai;Polygon;Fantom;Kava;Canto;Harmony,10559723.547954828,Q4,0,0,0,0,0,,,0
ailayer-farm,AILayer farm,Farm,Bitcoin,Bitcoin;zkLink,91310532.9971855,Q4,0,0,0,0,0,,,0
bedrock-unibtc,Bedrock uniBTC,Anchor BTC,Bitcoin,Bitcoin;Ethereum;Mode;BOB;Binance;Mantle;BSquared;Berachain;Base;Arbitrum;Merlin;Bitlayer;ZetaChain;Optimism;Hemi;RSK;TAC;Taiko,442034192.4908726,Q4,0,0,0,0,0,,,0
nbx,NBX,CEX,Bitcoin,Bitcoin;Ethereum;Cardano,2162844.769226282,Q4,0,0,0,0,0,,,0
botanix-bridge,Botanix Bridge,Canonical Bridge,Bitcoin,Bitcoin,36358235.388568826,Q4,0,0,0,0,0,,,0
solvbtc,SolvBTC,Bridge,Bitcoin,Bitcoin;Binance;Ethereum;Solana;Base;Avalanche;Arbitrum;Mantle;Polygon;Merlin;BOB,994225289.923242,Q4,0,0,0,0,0,,,0
anyhedge,AnyHedge,Derivatives,Bitcoincash,Bitcoincash,4863333.4799999995,Q4,0,0,0,0,0,,,0
cauldron,Cauldron,Dexs,Bitcoincash,Bitcoincash,852222.3777559155,Q4,0,0,0,0,0,,,0
moria-protocol,Moria Protocol,CDP,Bitcoincash,Bitcoincash,846643.5680892792,Q4,0,0,0,0,0,,,0
udonswap,UdonSwap,Dexs,Bitkub,Bitkub,2043692.108334589,Q4,0,0,0,0,0,,,0
ponder-finance,Ponder Finance,Dexs,Bitkub,Bitkub,1022345.893011415,Q4,0,0,0,0,0,,,0
desyn-basis-trading,DeSyn Basis Trading,Basis Trading,Bitlayer,Bitlayer;Mode;CORE;AILayer;BSquared;Hemi;Binance;Goat;Plume Mainnet;Arbitrum;zkLink;Linea;Merlin;Scroll;exSat;HashKey Chain,11697789.48430084,Q4,0,0,0,0,0,,,0
rollx,RollX,Derivatives,Bitlayer,Bitlayer;Base,1887574.2320532023,Q4,0,0,0,0,0,,,0
ybtc.b,YBTC.B,Anchor BTC,Bitlayer,Bitlayer,114776413.74225874,Q4,0,0,0,0,0,,,0
hatom-tao-bridge,Hatom TAO Bridge,Bridge,Bittensor,Bittensor,18135179.667433053,Q4,0,0,0,0,0,,,0
thruster-v2,Thruster V2,Dexs,Blast,Blast,3070988.796750896,Q4,0,0,0,0,0,,,0
fenix-concentrated-liquidity,Fenix Concentrated Liquidity,Dexs,Blast,Blast,7445608.869964691,Q4,0,0,0,0,0,,,0
orbit-protocol,Orbit Protocol,Lending,Blast,Blast,764566.2068264789,Q4,0,0,0,0,0,,,0
baseline-protocol,Baseline Protocol,Liquidity manager,Blast,Blast,1690423.399746005,Q4,0,0,0,0,0,,,0
pac-finance,Pac Finance,Lending,Blast,Blast,7017650.693369752,Q4,0,0,0,0,0,,,0
