slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found
foxswap,FoxSwap,Yield,Harmony,Harmony,25821.288924253928,Q3,0,0,0,0,0,,,0
viperswap,ViperSwap,Dexs,Harmony,Harmony,38586.00415319,Q3,0,0,0,0,0,,,0
swap-country,Swap Country,Dexs,Harmony,Harmony,87338.46573138861,Q3,0,0,0,0,0,,,0
defi-kingdoms,Defi Kingdoms,Dexs,Harmony,Harmony;Klaytn,243088.5471318628,Q3,0,0,0,0,0,,,0
tranquil-finance,Tranquil Finance,Lending,Harmony,Harmony,96957.5306864942,Q3,0,0,0,0,0,,,0
hela-bridge,HeLa Bridge,Bridge,HeLa,HeLa;Polygon;Ethereum;Binance,59124.560190911725,Q3,0,0,0,0,0,,,0
cytoswap,cytoswap,Dexs,HeLa,HeLa,18777.23493055131,Q3,0,0,0,0,0,,,0
channels-finance,Channels Finance,Lending,Heco,Heco;Binance;Arbitrum,14149.936317063137,Q3,0,0,0,0,0,,,0
cook-finance,Cook Finance,Indexes,Heco,Heco;Binance;Avalanche;Ethereum,197046.8476486355,Q3,0,0,0,0,0,,,0
pippi,Pippi,Dexs,Heco,Heco,75169.22737546948,Q3,0,0,0,0,0,,,0
headstarter,HeadStarter,Launchpad,Hedera,Hedera,80721.42998322714,Q3,0,0,0,0,0,,,0
heliswap,HeliSwap,Dexs,Hedera,Hedera,108134.3229284112,Q3,0,0,0,0,0,,,0
memejob,MemeJob,Launchpad,Hedera,Hedera,71798.20072476685,Q3,0,0,0,0,0,,,0
hydradex-v2,Hydradex V2,Dexs,Hydra,Hydra,19247.790503329375,Q3,0,0,0,0,0,,,0
hydradex-v3,Hydradex V3,Dexs,Hydra Chain,Hydra Chain;Hydra,56186.62802078489,Q3,0,0,0,0,0,,,0
manaswap,ManaSwap,Dexs,Hyperliquid L1,Hyperliquid L1,15136.945590223557,Q3,0,0,0,0,0,,,0
laminar,Laminar,Dexs,Hyperliquid L1,Hyperliquid L1,60668.6981942295,Q3,0,0,0,0,0,,,0
fan.fun,fan.fun,SoFi,Hyperliquid L1,Hyperliquid L1,16198.88977851564,Q3,0,0,0,0,0,,,0
kittenswap-cl,Kittenswap CL,Dexs,Hyperliquid L1,Hyperliquid L1,540551.8206776663,Q3,0,0,0,0,0,,,0
hyperyield,HyperYield,Lending,Hyperliquid L1,Hyperliquid L1,27045.07940032762,Q3,0,0,0,0,0,,,0
icpex,ICPEx,Dexs,ICP,ICP,31121.27914557047,Q3,0,0,0,0,0,,,0
rakeoff,Rakeoff,Staking Pool,ICP,ICP,39541.17027075229,Q3,0,0,0,0,0,,,0
stakedicp,StakedICP,Liquid Staking,ICP,ICP,31021.175637083128,Q3,0,0,0,0,0,,,0
kuma-perpetuals-dex,Kuma Perpetuals DEX,Derivatives,IDEX,IDEX,504758.72018861154,Q3,0,0,0,0,0,,,0
cyberperp,Cyberperp,Derivatives,IOTA EVM,IOTA EVM,105432.8875190638,Q3,0,0,0,0,0,,,0
optimus,Optimus,Yield,Icon,Icon,19956.0,Q3,0,0,0,0,0,,,0
inertia,INERTIA,Lending,Inertia,Inertia,488099.3501028107,Q3,0,0,0,0,0,,,0
inertia-bridge,Inertia Bridge,Canonical Bridge,Initia,Initia,492298.6387982352,Q3,0,0,0,0,0,,,0
echelon-initia-bridge,Echelon Initia Bridge,Canonical Bridge,Initia,Initia,130458.46348535296,Q3,0,0,0,0,0,,,0
black-panther,Black Panther,Yield,Injective,Injective,450637.12980076886,Q3,0,0,0,0,0,,,0
choice-exchange,Choice Exchange,Dexs,Injective,Injective,268508.86762839084,Q3,0,0,0,0,0,,,0
hydro-lsd-fi,Hydro LSD-Fi,Yield,Injective,Injective,51385.81612438007,Q3,0,0,0,0,0,,,0
dojoswap-amm,Dojoswap AMM,Dexs,Injective,Injective,396669.6197138184,Q3,0,0,0,0,0,,,0
gryphon,Gryphon,Liquid Staking,Injective,Injective,45891.63412578833,Q3,0,0,0,0,0,,,0
squidswap,SquidSwap,Dexs,Ink,Ink,124476.07320074928,Q3,0,0,0,0,0,,,0
inkswap,InkSwap,Dexs,Ink,Ink,33898.93975800413,Q3,0,0,0,0,0,,,0
interlay-lending,Interlay Lending,Lending,Interlay,Interlay,312232.0153591502,Q3,0,0,0,0,0,,,0
interlay-btc,Interlay BTC,Bridge,Interlay,Interlay,226394.1046035416,Q3,0,0,0,0,0,,,0
pinswap,PinSwap,Dexs,IoTeX,IoTeX,46943.60683980052,Q3,0,0,0,0,0,,,0
filda,FilDA,Lending,IoTeX,IoTeX;Bittorrent;Elastos;Arbitrum;Binance;Polygon;REI;Kava;Heco,81228.86755318686,Q3,0,0,0,0,0,,,0
minmax-finance,MinMax Finance,Dexs,IoTeX,IoTeX,127318.4433430292,Q3,0,0,0,0,0,,,0
basic,Basic,Lending,IoTeX,IoTeX,183413.5772400628,Q3,0,0,0,0,0,,,0
xdollar,xDollar,CDP,IoTeX,IoTeX;Ethereum;Arbitrum;Polygon;Avalanche,123374.19155067382,Q3,0,0,0,0,0,,,0
wynd-dex,WYND DEX,Dexs,Juno,Juno,115926.38418162106,Q3,0,0,0,0,0,,,0
kaidex,Kaidex,Dexs,Kardia,Kardia,15252.075217843503,Q3,0,0,0,0,0,,,0
taiga-karura,Taiga Karura,Synthetics,Karura,Karura,109154.8065017489,Q3,0,0,0,0,0,,,0
kava-boost,Kava Boost,Farm,Kava,Kava,21905.507264794283,Q3,0,0,0,0,0,,,0
kinetix-amm-v3,Kinetix AMM V3,Dexs,Kava,Kava;Base,389069.9954926855,Q3,0,0,0,0,0,,,0
hard-swap,HARD Swap,Dexs,Kava,Kava,223417.1072582794,Q3,0,0,0,0,0,,,0
kava-swap,Kava Swap,Dexs,Kava,Kava,420536.61496245646,Q3,0,0,0,0,0,,,0
kintsugi,Kintsugi,Cross Chain Bridge,Kintsugi,Kintsugi,28778.29118264397,Q3,0,0,0,0,0,,,0
bluewhale,Bluewhale,Yield,Klaytn,Klaytn,113954.4079134738,Q3,0,0,0,0,0,,,0
dragonswap-v2-kaia,DragonSwap V2 Kaia,Dexs,Klaytn,Klaytn,114754.8037098001,Q3,0,0,0,0,0,,,0
klex-finance,KLEX Finance,Dexs,Klaytn,Klaytn,265684.0984005403,Q3,0,0,0,0,0,,,0
capybara-dexs,Capybara Dexs,Dexs,Klaytn,Klaytn,411115.8119987084,Q3,0,0,0,0,0,,,0
kaiaswap,KaiaSwap,Dexs,Klaytn,Klaytn,91335.62961007244,Q3,0,0,0,0,0,,,0
kuswap,KuSwap,Dexs,Kucoin,Kucoin,194469.46850502767,Q3,0,0,0,0,0,,,0
torches,Torches,Lending,Kucoin,Kucoin,25648.871878778184,Q3,0,0,0,0,0,,,0
mojitoswap,MojitoSwap,Dexs,Kucoin,Kucoin,515587.1426934435,Q3,0,0,0,0,0,,,0
koffeeswap,KoffeeSwap,Dexs,Kucoin,Kucoin,368616.2935137283,Q3,0,0,0,0,0,,,0
skcs,sKCS,Liquid Staking,Kucoin,Kucoin,40813.65323736245,Q3,0,0,0,0,0,,,0
fin,FIN,Dexs,Kujira,Kujira,240485.93520108025,Q3,0,0,0,0,0,,,0
usk,USK,CDP,Kujira,Kujira,344323.00971099694,Q3,0,0,0,0,0,,,0
ghost,Ghost,Lending,Kujira,Kujira,588439.5662134406,Q3,0,0,0,0,0,,,0
bow,Bow,Yield,Kujira,Kujira,31942.717614357894,Q3,0,0,0,0,0,,,0
kujira-orca,Kujira Orca,Liquidations,Kujira,Kujira,28265.166498461556,Q3,0,0,0,0,0,,,0
universal-page,Universal Page,Staking Pool,LUKSO,LUKSO,573285.9030655359,Q3,0,0,0,0,0,,,0
ladex-exchange,Ladex Exchange,Dexs,Lachain,Lachain,16594.941282288648,Q3,0,0,0,0,0,,,0
libre-swap,Libre Swap,Dexs,Libre,Libre,151587.5027461267,Q3,0,0,0,0,0,,,0
elektrik,Elektrik,Dexs,LightLink,LightLink,26205.585105444818,Q3,0,0,0,0,0,,,0
tomo,Tomo,SoFi,Linea,Linea,505792.38774272613,Q3,0,0,0,0,0,,,0
secta-finance-v2,Secta Finance V2,Dexs,Linea,Linea,37372.79493287937,Q3,0,0,0,0,0,,,0
clip-finance,Clip Finance,Liquidity manager,Linea,Linea;Binance;Base,105039.08189372296,Q3,0,0,0,0,0,,,0
nile-legacy,Nile Legacy,Dexs,Linea,Linea,510599.568012968,Q3,0,0,0,0,0,,,0
lynex-v1,Lynex V1,Dexs,Linea,Linea,410791.6782813874,Q3,0,0,0,0,0,,,0
boringdao,BoringDAO,Cross Chain Bridge,Litecoin,Litecoin;Polygon;Ethereum;Doge;Avalanche;Binance;OKExChain;Kucoin;Bitcoin;IoTeX;Aurora;Heco;Oasis;Boba;Fantom;Harmony;Metis;Optimism;Arbitrum;xDai,519409.50007605535,Q3,0,0,0,0,0,,,0
sphynx,Sphynx,Dexs,Loop,Loop;Binance;Cronos;Bitgert,86892.05353163491,Q3,0,0,0,0,0,,,0
mvcswap,MVCSwap,Dexs,MVC,MVC,167244.79452126686,Q3,0,0,0,0,0,,,0
apertureswap,ApertureSwap,Dexs,Manta,Manta,60845.05071777957,Q3,0,0,0,0,0,,,0
firefly,firefly,Dexs,Manta,Manta,100309.62016207336,Q3,0,0,0,0,0,,,0
pacificswap-v3,PacificSwap V3,Dexs,Manta,Manta,25762.462632075574,Q3,0,0,0,0,0,,,0
goku-money,Goku Money,CDP,Manta,Manta,17373.992642358346,Q3,0,0,0,0,0,,,0
pacificswap-v2,PacificSwap V2,Dexs,Manta,Manta,78998.19206827774,Q3,0,0,0,0,0,,,0
mobius-exchange,Mobius Exchange,Dexs,Mantle,Mantle,102835.9450793248,Q3,0,0,0,0,0,,,0
bella-protocol,Bella Protocol,Yield,Mantle,Mantle;Ethereum;zkSync Era;Manta,106730.5052946115,Q3,0,0,0,0,0,,,0
fan.tech,fan.tech,SoFi,Mantle,Mantle,93729.0458810711,Q3,0,0,0,0,0,,,0
aurelius,Aurelius,CDP,Mantle,Mantle,46033.53537815454,Q3,0,0,0,0,0,,,0
fusionx-v3,FusionX V3,Dexs,Mantle,Mantle,115630.6643027949,Q3,0,0,0,0,0,,,0
mantra-swap,MANTRA Swap,Dexs,Mantra,Mantra,421543.60074074287,Q3,0,0,0,0,0,,,0
fluxtra,Fluxtra,Liquid Staking,Mantra,Mantra,31193.65458553312,Q3,0,0,0,0,0,,,0
hiveswap-pro,HiveSwap Pro,Liquidity manager,Map,Map,306713.64423620765,Q3,0,0,0,0,0,,,0
dusa-protocol,Dusa Protocol,Dexs,Massa,Massa,27022.557512105617,Q3,0,0,0,0,0,,,0
mswap,MSwap,Dexs,Matchain,Matchain,26743.281524391055,Q3,0,0,0,0,0,,,0
incaswap,IncaSwap,Dexs,Matchain,Matchain,52280.00845819155,Q3,0,0,0,0,0,,,0
bitmap-game,Bitmap Game,Gaming,Merlin,Merlin,269494.1167722377,Q3,0,0,0,0,0,,,0
mage-finance,Mage Finance,Lending,Merlin,Merlin,36346.62235024351,Q3,0,0,0,0,0,,,0
bitgenie-amm,BitGenie AMM,Dexs,Merlin,Merlin,130447.45385511457,Q3,0,0,0,0,0,,,0
influpia,Influpia,Dexs,Merlin,Merlin,17187.188849706166,Q3,0,0,0,0,0,,,0
voltswap-v2,VoltSwap V2,Dexs,Meter,Meter;Base,203550.4093189535,Q3,0,0,0,0,0,,,0
meter-liquid-staking,Meter Liquid Staking,Liquid Staking,Meter,Meter,180554.2992759624,Q3,0,0,0,0,0,,,0
hercules-v2,Hercules V2,Dexs,Metis,Metis,23327.333609243004,Q3,0,0,0,0,0,,,0
maia-v3,Maia V3,Dexs,Metis,Metis,33729.90982526595,Q3,0,0,0,0,0,,,0
enki-protocol,ENKI Protocol,Liquid Staking,Metis,Metis,454564.65370693593,Q3,0,0,0,0,0,,,0
zeno-exchange,Zeno Exchange,Derivatives,Metis,Metis,31494.233229070243,Q3,0,0,0,0,0,,,0
hercules-v3,Hercules V3,Dexs,Metis,Metis,441665.7363090401,Q3,0,0,0,0,0,,,0
exinswap,ExinSwap,Dexs,Mixin,Mixin,21705.49,Q3,0,0,0,0,0,,,0
4swap,4Swap,Dexs,Mixin,Mixin,457575.9648925931,Q3,0,0,0,0,0,,,0
ironclad-finance,Ironclad Finance,Lending,Mode,Mode,160923.6256169615,Q3,0,0,0,0,0,,,0
kim-exchange-v2,KIM Exchange V2,Dexs,Mode,Mode;Base,123944.44877236286,Q3,0,0,0,0,0,,,0
supswap-v3,SupSwap V3,Dexs,Mode,Mode,31189.38949595859,Q3,0,0,0,0,0,,,0
kim-exchange-v3,KIM Exchange V3,Dexs,Mode,Mode;Base,199808.5817935641,Q3,0,0,0,0,0,,,0
poolshark,Poolshark,Dexs,Mode,Mode;Arbitrum;Scroll;inEVM,92354.46332884724,Q3,0,0,0,0,0,,,0
clober-v2,Clober V2,Dexs,Monad,Monad;Base;zkSync Era,27728.467044648583,Q3,0,0,0,0,0,,,0
solarflare,Solarflare,Dexs,Moonbeam,Moonbeam,20203.149977021596,Q3,0,0,0,0,0,,,0
zenlink-amm,Zenlink AMM,Dexs,Moonbeam,Moonbeam;Moonriver;Astar,187199.33838739656,Q3,0,0,0,0,0,,,0
stellaswap-v2,StellaSwap V2,Dexs,Moonbeam,Moonbeam,389974.1286497244,Q3,0,0,0,0,0,,,0
beamswap-classic,BeamSwap Classic,Dexs,Moonbeam,Moonbeam,56333.12633604671,Q3,0,0,0,0,0,,,0
stellaswap-v3,StellaSwap V3,Dexs,Moonbeam,Moonbeam,74261.45466187538,Q3,0,0,0,0,0,,,0
huckleberry-amm,Huckleberry AMM,Dexs,Moonriver,Moonriver;CLV,29284.574603506888,Q3,0,0,0,0,0,,,0
solarbeam,Solarbeam,Dexs,Moonriver,Moonriver,228027.56810055603,Q3,0,0,0,0,0,,,0
moonswap,Moonswap,Dexs,Moonriver,Moonriver,122148.99932877778,Q3,0,0,0,0,0,,,0
alphadex,Alphadex,Dexs,Moonriver,Moonriver;Kava,123633.96244994825,Q3,0,0,0,0,0,,,0
neku,Neku,Lending,Moonriver,Moonriver;Arbitrum;Binance,357870.33447932696,Q3,0,0,0,0,0,,,0
morfi,MorFi,Dexs,Morph,Morph,44137.12870756487,Q3,0,0,0,0,0,,,0
bulbaswap-v2,BulbaSwap V2,Dexs,Morph,Morph,354053.2632451283,Q3,0,0,0,0,0,,,0
picwe,PICWE,Dexs,Movement,Movement,477556.91723920545,Q3,0,0,0,0,0,,,0
arche-protocol,Arche Protocol,CDP,Movement,Movement,18082.74287844376,Q3,0,0,0,0,0,,,0
vax,VAX,Dexs,MultiVAC,MultiVAC,14770.803427336892,Q3,0,0,0,0,0,,,0
forthewin-network,Forthewin Network,Dexs,NEO,NEO,425672.55815461016,Q3,0,0,0,0,0,,,0
alpha,Alpha,SoFi,NOS,NOS,564415.9072338181,Q3,0,0,0,0,0,,,0
niifi,NiiFi,Dexs,Nahmii,Nahmii,73790.2007848735,Q3,0,0,0,0,0,,,0
naka-dex,Naka Dex,Dexs,Naka,Naka,120818.16417807454,Q3,0,0,0,0,0,,,0
deltatrade,DeltaTrade,Dexs,Near,Near;Solana,118831.39595501088,Q3,0,0,0,0,0,,,0
jumbo-exchange,Jumbo Exchange,Dexs,Near,Near,507731.0936080363,Q3,0,0,0,0,0,,,0
veax,Veax,Dexs,Near,Near,29774.351711768628,Q3,0,0,0,0,0,,,0
phoenix-bonds,Phoenix Bonds,Yield Aggregator,Near,Near,381468.1024955226,Q3,0,0,0,0,0,,,0
tonic,Tonic,Dexs,Near,Near,23735.56316022825,Q3,0,0,0,0,0,,,0
vibrant-finance,Vibrant Finance,Dexs,Neon,Neon,15405.863328143092,Q3,0,0,0,0,0,,,0
lendos,lendOS,Lending,Neon,Neon;Hemi,54946.61591818376,Q3,0,0,0,0,0,,,0
valence,Valence,Treasury Manager,Neutron,Neutron;Terra2,431860.4515064555,Q3,0,0,0,0,0,,,0
amulet-finance,Amulet Finance,Synthetics,Neutron,Neutron,35709.74896350302,Q3,0,0,0,0,0,,,0
nerve-staking,Nerve Staking,Dexs,Nuls,Nuls,146162.0,Q3,0,0,0,0,0,,,0
jswap,JSwap,Dexs,OKExChain,OKExChain,356601.50150437525,Q3,0,0,0,0,0,,,0
okcswap,OKCSwap,Dexs,OKExChain,OKExChain,69081.89016621247,Q3,0,0,0,0,0,,,0
bxh,BXH,Dexs,OKExChain,OKExChain;Avalanche;Binance;Ethereum;Heco,43551.63822101352,Q3,0,0,0,0,0,,,0
kswap-finance,KSwap Finance,Dexs,OKExChain,OKExChain,399112.14367351495,Q3,0,0,0,0,0,,,0
fountain-protocol,Fountain Protocol,Lending,Oasis,Oasis,102215.47700606698,Q3,0,0,0,0,0,,,0
yuzuswap,YuzuSwap,Dexs,Oasis,Oasis,46632.5418953219,Q3,0,0,0,0,0,,,0
duneswap,DuneSwap,Dexs,Oasis,Oasis,21641.045262624863,Q3,0,0,0,0,0,,,0
gemkeeper,GemKeeper,Dexs,Oasis,Oasis,33488.345797588954,Q3,0,0,0,0,0,,,0
neptune-lsd,Neptune LSD,Liquid Staking,Oasys,Oasys,58818.173969412645,Q3,0,0,0,0,0,,,0
palmy-finance,Palmy Finance,Lending,Oasys,Oasys,55453.03582995936,Q3,0,0,0,0,0,,,0
tealswap-v3,Tealswap V3,Dexs,Oasys,Oasys,96299.03789910738,Q3,0,0,0,0,0,,,0
ostable,Ostable,Algo-Stables,Obyte,Obyte,201036.54960226789,Q3,0,0,0,0,0,,,0
oswap-token,OSWAP Token,Yield,Obyte,Obyte,36097.07942620025,Q3,0,0,0,0,0,,,0
counterstake,Counterstake,Cross Chain Bridge,Obyte,Obyte;Ethereum;Binance;Polygon;Kava,433612.7837761285,Q3,0,0,0,0,0,,,0
oswap-amm,Oswap AMM,Dexs,Obyte,Obyte,43404.09345862892,Q3,0,0,0,0,0,,,0
diamondswap,Diamondswap,Dexs,Odyssey,Odyssey;Base;Ethereum;Binance;Avalanche,404797.1117776089,Q3,0,0,0,0,0,,,0
usdo,USDO,CDP,Onus,Onus,284990.41470833373,Q3,0,0,0,0,0,,,0
cubiswap,CUBISwap,Dexs,Op_Bnb,Op_Bnb,65667.02661085424,Q3,0,0,0,0,0,,,0
binary-swap,Binary Swap,Dexs,Op_Bnb,Op_Bnb,125005.93524759398,Q3,0,0,0,0,0,,,0
takoswap,TAKOSWAP,Dexs,OpenGPU,OpenGPU,99772.51392097282,Q3,0,0,0,0,0,,,0
aelin,Aelin,Charity Fundraising,Optimism,Optimism;Ethereum,25317.3341180463,Q3,0,0,0,0,0,,,0
barnbridge,BarnBridge,Yield Aggregator,Optimism,Optimism;Ethereum;Arbitrum,91268.826660372,Q3,0,0,0,0,0,,,0
infinite-trading-protocol,Infinite Trading Protocol,AI Agents,Optimism,Optimism,62594.88835825297,Q3,0,0,0,0,0,,,0
zipswap,ZipSwap,Dexs,Optimism,Optimism;Arbitrum,114809.12641557796,Q3,0,0,0,0,0,,,0
revert-compoundor,Revert Compoundor,Liquidity Automation,Optimism,Optimism;Ethereum;Arbitrum;Polygon;Binance,337218.15350015037,Q3,0,0,0,0,0,,,0
oraidex-pool-v3,OraiDEX Pool V3,Dexs,Orai,Orai,139206.6585527049,Q3,0,0,0,0,0,,,0
orchai-money-market,Orchai Money Market,Lending,Orai,Orai,76901.72290152378,Q3,0,0,0,0,0,,,0
oraidex,OraiDEX,Dexs,Orai,Orai,191123.71378266733,Q3,0,0,0,0,0,,,0
orchai-lst,Orchai LST,Liquid Staking,Orai,Orai,327268.94491559814,Q3,0,0,0,0,0,,,0
ion-dao,ION DAO,Synthetics,Osmosis,Osmosis,54697.570405816055,Q3,0,0,0,0,0,,,0
quasar-vaults,Quasar Vaults,Yield,Osmosis,Osmosis;Ethereum,66602.14509695063,Q3,0,0,0,0,0,,,0
calc,CALC,DCA Tools,Osmosis,Osmosis;Kujira;Archway;Neutron,23575.181406138818,Q3,0,0,0,0,0,,,0
margined-protocol,Margined Protocol,Derivatives,Osmosis,Osmosis;Neutron,396986.31907424127,Q3,0,0,0,0,0,,,0
raccoonswap,RaccoonSwap,Dexs,Parex,Parex,53861.58050751197,Q3,0,0,0,0,0,,,0
w3bank,w3bank,Lending,Pego,Pego,47690.19904164177,Q3,0,0,0,0,0,,,0
harvest-flow,HARVEST FLOW,RWA Lending,Plume Mainnet,Plume Mainnet;Polygon,525478.9861070802,Q3,0,0,0,0,0,,,0
multichainz,MultichainZ,Lending,Plume Mainnet,Plume Mainnet;Ethereum;Base;Arbitrum,164481.2281000729,Q3,0,0,0,0,0,,,0
spice-protocol,SPICE Protocol,RWA,Plume Mainnet,Plume Mainnet,55437.15044684685,Q3,0,0,0,0,0,,,0
thunderpokt,ThunderPOKT,Liquid Staking,Pokt,Pokt,23798.80617025768,Q3,0,0,0,0,0,,,0
polkadex,Polkadex,Dexs,Polkadex,Polkadex,72043.04942898818,Q3,0,0,0,0,0,,,0
penrose,Penrose,Yield,Polygon,Polygon,48958.84157068824,Q3,0,0,0,0,0,,,0
gogocoin,GOGOcoin,Yield,Polygon,Polygon,200883.50206527088,Q3,0,0,0,0,0,,,0
atlendis-v1,Atlendis V1,Uncollateralized Lending,Polygon,Polygon,19013.18706954874,Q3,0,0,0,0,0,,,0
dfyn-network,Dfyn Network,Dexs,Polygon,Polygon;Fantom;OKExChain,478628.8379886413,Q3,0,0,0,0,0,,,0
polywhale-finance,Polywhale Finance,Yield,Polygon,Polygon,83749.8180254237,Q3,0,0,0,0,0,,,0
keom-protocol,Keom Protocol,Lending,Polygon zkEVM,Polygon zkEVM;Polygon;Manta;Astar zkEVM,307340.9052405946,Q3,0,0,0,0,0,,,0
zkmoonswap,zkMoonSwap,Dexs,Polygon zkEVM,Polygon zkEVM,25603.85788520475,Q3,0,0,0,0,0,,,0
dove-swap-v3,Dove Swap V3,Dexs,Polygon zkEVM,Polygon zkEVM,76208.30924743986,Q3,0,0,0,0,0,,,0
mantisswap,MantisSwap,Dexs,Polygon zkEVM,Polygon zkEVM;Mode;Polygon,186230.4832117116,Q3,0,0,0,0,0,,,0
v60,v60,Dexs,Prom,Prom,553585.6623235027,Q3,0,0,0,0,0,,,0
9mm-v2,9mm V2,Dexs,Pulse,Pulse;Base;Sonic,79118.0875553934,Q3,0,0,0,0,0,,,0
sparkswap,Sparkswap,Farm,Pulse,Pulse,190709.7429174354,Q3,0,0,0,0,0,,,0
daytona-finance,Daytona Finance,Dexs,Pulse,Pulse,60061.7408031463,Q3,0,0,0,0,0,,,0
9inch-v3,9inch V3,Dexs,Pulse,Pulse,275805.0710065893,Q3,0,0,0,0,0,,,0
pulse-rate,Pulse Rate,Algo-Stables,Pulse,Pulse,47165.65939191093,Q3,0,0,0,0,0,,,0
qx,QX,Dexs,Qubic,Qubic,100478.90209311858,Q3,0,0,0,0,0,,,0
quicksilver-protocol,Quicksilver Protocol,Liquid Staking,Quicksilver,Quicksilver,115662.90602677665,Q3,0,0,0,0,0,,,0
nemoswap,NemoSwap,Dexs,RENEC,RENEC,68024.6972390062,Q3,0,0,0,0,0,,,0
boltz,Boltz,Bridge,RSK,RSK,245007.34687561064,Q3,0,0,0,0,0,,,0
powpeg-fast-mode,PowPeg Fast Mode,Bridge,RSK,RSK,555736.5125667392,Q3,0,0,0,0,0,,,0
rskswap,RskSwap,Dexs,RSK,RSK,40678.7795840431,Q3,0,0,0,0,0,,,0
surge-trade,Surge Trade,Derivatives,Radix,Radix,127730.81487467908,Q3,0,0,0,0,0,,,0
rlyfun,RlyFun,Launchpad,Radix,Radix,34388.0783982037,Q3,0,0,0,0,0,,,0
caviarnine-hyperstake,CaviarNine HyperStake,Liquid Staking,Radix,Radix,74206.63057758081,Q3,0,0,0,0,0,,,0
radlock,RadLock,Token Locker,Radix,Radix,34917.637388088595,Q3,0,0,0,0,0,,,0
justlock,JustLock,Token Locker,Radix,Radix,109036.36605218812,Q3,0,0,0,0,0,,,0
reddex,reddex,Dexs,Redbelly,Redbelly;Binance;Ethereum,31946.14252342054,Q3,0,0,0,0,0,,,0
pegasys-v3,PegaSys V3,Dexs,Rollux,Rollux,57688.21070694693,Q3,0,0,0,0,0,,,0
metalend,MetaLend,Lending,Ronin,Ronin,18205.983895428853,Q3,0,0,0,0,0,,,0
sharkswap,SharkSwap,Dexs,SXnetwork,SXnetwork,403220.03366566513,Q3,0,0,0,0,0,,,0
taffy-finance,Taffy Finance,Dexs,Saakuru,Saakuru,66511.33346650234,Q3,0,0,0,0,0,,,0
bitusd,BitUSD,CDP,Sapphire,Sapphire,60575.66982060224,Q3,0,0,0,0,0,,,0
illuminex,illumineX,Cross Chain Bridge,Sapphire,Sapphire,134144.46751674608,Q3,0,0,0,0,0,,,0
thorn-protocol,Thorn Protocol,Dexs,Sapphire,Sapphire,90817.7434668641,Q3,0,0,0,0,0,,,0
tokan-exchange,Tokan Exchange,Dexs,Scroll,Scroll,18634.396684076943,Q3,0,0,0,0,0,,,0
cog,Cog,Lending,Scroll,Scroll,230643.33906307069,Q3,0,0,0,0,0,,,0
quill-finance,Quill Finance,CDP,Scroll,Scroll,204315.63394969673,Q3,0,0,0,0,0,,,0
10kdex,10KDex,Derivatives,Scroll,Scroll,102107.64597012122,Q3,0,0,0,0,0,,,0
spacefi-scroll,SpaceFi Scroll,Dexs,Scroll,Scroll,68576.64880206044,Q3,0,0,0,0,0,,,0
secretswap,SecretSwap,Dexs,Secret,Secret,403670.9468089775,Q3,0,0,0,0,0,,,0
siennaswap,SiennaSwap,Dexs,Secret,Secret,343868.255202911,Q3,0,0,0,0,0,,,0
shadex,ShadeX,Lending,Secret,Secret,492334.2500134194,Q3,0,0,0,0,0,,,0
btngroup,BtnGroup,Yield,Secret,Secret,164612.76,Q3,0,0,0,0,0,,,0
siennalend,SiennaLend,Lending,Secret,Secret,123886.8894936491,Q3,0,0,0,0,0,,,0
kryptonite,Kryptonite,Liquid Staking,Sei,Sei;Nibiru,84124.44921952713,Q3,0,0,0,0,0,,,0
yaka-v3,Yaka V3,Dexs,Sei,Sei,520969.3732817904,Q3,0,0,0,0,0,,,0
pit-finance,Pit Finance,Yield Aggregator,Sei,Sei,43132.42484616209,Q3,0,0,0,0,0,,,0
jellyverse,Jellyverse,Dexs,Sei,Sei,109027.6212954398,Q3,0,0,0,0,0,,,0
yaka-v2,Yaka V2,Dexs,Sei,Sei,35068.874609341045,Q3,0,0,0,0,0,,,0
swanswap,SwanSwap,Dexs,Shape,Shape,52750.74611925097,Q3,0,0,0,0,0,,,0
marswap,MARSWAP,Dexs,Shibarium,Shibarium;Cronos zkEVM;Binance;Cronos;Ethereum;Base,19444.139896712808,Q3,0,0,0,0,0,,,0
chewyswap,ChewySwap,Dexs,Shibarium,Shibarium;Dogechain,193145.35710836103,Q3,0,0,0,0,0,,,0
standard-protocol-shiden,Standard Protocol Shiden,Dexs,Shiden,Shiden;Metis;Ethereum,20411.67117843708,Q3,0,0,0,0,0,,,0
shido-dex,Shido Dex,Dexs,Shido,Shido,433506.98345383216,Q3,0,0,0,0,0,,,0
skate-amm,Skate AMM,Dexs,Solana,Solana;Monad;0G;Sui;Base;Binance;Arbitrum;Ethereum;Mantle;Hyperliquid L1;Plume Mainnet;Eclipse,467813.8115360661,Q3,0,0,0,0,0,,,0
jpow-ai,JPOW AI,CDP,Solana,Solana,142008.58374501177,Q3,0,0,0,0,0,,,0
lifinity-v1,Lifinity V1,Dexs,Solana,Solana,79479.868013575,Q3,0,0,0,0,0,,,0
sharky,Sharky,NFT Lending,Solana,Solana,220966.46979238783,Q3,0,0,0,0,0,,,0
