slug,name,symbol,category,tvl,chains,has_audit_strict,has_contest,has_security_review_broad,num_audits_strict,num_contests,audit_event_count_strict,contest_event_count,security_review_event_count_total,last_audit_date_strict,last_contest_date,last_security_review_date,audit_recency_years_strict,audit_firm_count,any_top_firm,audit_firm_tier,audit_score,strict_sources_seen,contest_sources_seen,all_sources_seen,audit_firms_strict
polynomial-earn,Polynomial Earn,-,Options Vault,152245.13507493428,Optimism,0,1,1,0,4,0,4,4,,2023-03-08 14:39:09+00:00,2023-03-08 14:39:09+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
pooltogether-v5,PoolTogether V5,POOL,Yield Lottery,6199535.619088407,Optimism;Base;Ethereum;xDai;World Chain;Arbitrum;Scroll,0,1,1,0,88,0,88,88,,2024-07-15 13:09:58+00:00,2024-07-15 13:09:58+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
portal,Portal,W,Bridge,1670510796.846037,Ethereum;Solana;Binance;Near;Polygon;Terra;Avalanche;Arbitrum;Sui;Aptos;Moonbeam;Fantom;Base;Algorand;Klaytn;Celo;Oasis;Optimism;Aurora;Injective;Terra2;XPLA;Karura;Acala,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
predict-fun,Predict Fun,-,Prediction Market,10973709.924107516,Binance;Blast,0,1,1,0,8,0,8,8,,2024-10-30 20:48:10+00:00,2024-10-30 20:48:10+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
predy-v5,Predy V5,-,Derivatives,12451.697275157234,Arbitrum,0,1,1,0,8,0,8,8,,2024-05-22 18:26:36+00:00,2024-05-22 18:26:36+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
prepo,prePO,-,Derivatives,15849.440508298028,Arbitrum;Blast;Base,0,1,1,0,20,0,20,20,,2023-03-03 18:13:07+00:00,2023-03-03 18:13:07+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
q-infinity,Q Infinity,-,Farm,2249.2738594947295,Q Protocol,0,1,1,0,7,0,7,7,,2022-06-08 18:46:42+00:00,2022-06-08 18:46:42+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
quickswap-dex,Quickswap Dex,QUICK,Dexs,422441535.7912815,Polygon;Base,0,1,1,0,8,0,8,8,,2022-09-22 10:03:28+00:00,2022-09-22 10:03:28+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
rage-trade,Rage Trade,-,Derivatives,,,0,1,1,0,8,0,8,8,,2022-11-28 19:12:01+00:00,2022-11-28 19:12:01+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
re,Re,-,Insurance,250292305.4148087,Ethereum;Avalanche;Base;Arbitrum,0,1,1,0,120,0,120,120,,2025-10-10 16:36:34+00:00,2025-10-10 16:36:34+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
renzo,Renzo,REZ,Liquid Restaking,655517540.5528857,Ethereum;Arbitrum;Linea;Solana;Zircuit;Mode;Base;Optimism;Blast;Binance;Fraxtal;Sei,1,1,1,1,8,1,8,9,,2024-04-29 19:39:20+00:00,2024-04-29 19:39:20+00:00,,1,0,other,,[certik],[code4rena],"[certik,code4rena]",[certik]
revert-lend,Revert Lend,-,Lending,10136942.901773404,Arbitrum;Base;Ethereum,0,1,1,0,8,0,8,8,,2024-02-26 17:08:54+00:00,2024-02-26 17:08:54+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
robinhood,Robinhood,-,CEX,16794939403.069056,Bitcoin;Ethereum;Avalanche;Polygon,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
rocket-pool,Rocket Pool,RPL,Liquid Staking,1829292165.1380453,Ethereum,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
ronin-bridge,Ronin Bridge,RON,Canonical Bridge,6520474.804891852,Ethereum,0,1,1,0,8,0,8,8,,2024-10-09 03:29:07+00:00,2024-10-09 03:29:07+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
rubic,Rubic,RBC,DEX Aggregator,0.0,Binance;Kava,0,1,1,0,8,0,8,8,,2024-02-21 18:45:10+00:00,2024-02-21 18:45:10+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
rubicon,Rubicon,RUBI,Dexs,291750.0745171129,Optimism;Base;Arbitrum,0,1,1,0,16,0,16,16,,2023-03-31 04:31:01+00:00,2023-03-31 04:31:01+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
saffron-finance,Saffron Finance,SFI,Yield,0.0,Ethereum,0,1,1,0,8,0,8,8,,2024-10-09 11:58:01+00:00,2024-10-09 11:58:01+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
salty.io,Salty.IO,SALT,Dexs,630.1873235882979,Ethereum,0,1,1,0,8,0,8,8,,2024-01-09 12:17:08+00:00,2024-01-09 12:17:08+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
sandclock,SandClock,QUARTZ,Yield,110479.98128849392,Ethereum,0,1,1,0,8,0,8,8,,2021-12-07 16:46:35+00:00,2021-12-07 16:46:35+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
sense,Sense,-,Yield,35911.64210207676,Ethereum,0,1,1,0,24,0,24,24,,2024-10-12 14:37:09+00:00,2024-10-12 14:37:09+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
sentiment,Sentiment,-,Lending,16327565.906641806,Hyperliquid L1;Arbitrum,0,1,1,0,40,0,40,40,,2024-11-18 15:03:22+00:00,2024-11-18 15:03:22+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
shell-protocol,Shell Protocol,SHELL,Dexs,166110.1769673644,Arbitrum,0,1,1,0,16,0,16,16,,2023-11-14 20:03:13+00:00,2023-11-14 20:03:13+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
sherlock,Sherlock,-,Insurance,504467.7507551894,Ethereum,0,1,1,0,24,0,24,24,,2022-10-19 19:48:22+00:00,2022-10-19 19:48:22+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
sio2-finance,SiO2 Finance,SiO2,Lending,244251.89673877464,Astar,0,1,1,0,4,0,4,4,,2025-01-22 17:58:44+00:00,2025-01-22 17:58:44+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
size-lending,Size Lending,-,Lending,5.843241333883922,Base,0,1,1,0,16,0,16,16,,2024-06-07 13:48:32+00:00,2024-06-07 13:48:32+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
skale-network-bridge,SKALE Network Bridge,-,Bridge,1134565.0408259674,Ethereum,0,1,1,0,8,0,8,8,,2022-02-10 15:44:15+00:00,2022-02-10 15:44:15+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
slingshot,Slingshot,-,DEX Aggregator,,,0,1,1,0,16,0,16,16,,2021-10-25 21:04:13+00:00,2021-10-25 21:04:13+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
smilee-finance-gbera,Smilee Finance gBERA,-,Liquid Staking,3545069.523816687,Berachain,0,1,1,0,8,0,8,8,,2024-04-01 13:02:01+00:00,2024-04-01 13:02:01+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
soda-protocol,Soda Protocol,-,Lending,0.0770007257349229,Solana,0,1,1,0,8,0,8,8,,2025-04-08 16:02:12+00:00,2025-04-08 16:02:12+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
solana,Solana,SOL,Canonical Bridge,,,0,1,1,0,20,0,20,20,,2025-07-17 14:13:10+00:00,2025-07-17 14:13:10+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
sophon-farm,Sophon Farm,-,Chain,9628626.400699489,Sophon;Ethereum,0,1,1,0,8,0,8,8,,2024-06-17 11:48:05+00:00,2024-06-17 11:48:05+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
spartan,Spartan,SPARTA,Dexs,9672.264352781269,Binance,0,1,1,0,8,0,8,8,,2021-07-05 16:53:21+00:00,2021-07-05 16:53:21+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
spectra-v1,Spectra V1,SPECTRA,Yield Aggregator,180670.20070190425,Polygon;Ethereum,0,1,1,0,1,0,1,1,,,,,0,0,unknown,,[],[code4rena],[code4rena],[]
spectra-v2,Spectra V2,SPECTRA,Yield,40328205.20101048,Hemi;Ethereum;Katana;Binance;Hyperliquid L1;Flare;Base;Sonic;Avalanche;Monad;Arbitrum;Optimism,0,1,1,0,7,0,7,7,,2024-02-21 14:01:06+00:00,2024-02-21 14:01:06+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
stack,Stack,-,CDP,0.0,re.al,0,1,1,0,8,0,8,8,,2025-04-15 11:27:13+00:00,2025-04-15 11:27:13+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
stader,Stader,SD,Liquid Staking,542189383.1423585,Ethereum;Hedera;Binance;Fantom;Terra2;Near,0,1,1,0,8,0,8,8,,2023-05-31 12:47:48+00:00,2023-05-31 12:47:48+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
stakehouse,Stakehouse,BSN,Liquid Staking,101495.18007,Ethereum,0,1,1,0,8,0,8,8,,2022-11-08 15:04:42+00:00,2022-11-08 15:04:42+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
stakin,Stakin,-,Ponzi,2.4861656164882857e-10,Base,0,1,1,0,24,0,24,24,,2024-08-23 12:16:09+00:00,2024-08-23 12:16:09+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
starknet-bridge,Starknet Bridge,STRK,Canonical Bridge,712087754.6125412,Ethereum,0,1,1,0,4,0,4,4,,2025-03-10 12:44:54+00:00,2025-03-10 12:44:54+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
sturdy-v1,Sturdy V1,STRDY,Lending,76697.43639503689,Ethereum;Fantom,0,1,1,0,8,0,8,8,,2022-05-12 17:48:26+00:00,2022-05-12 17:48:26+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
superfluid,Superfluid,SUP,Payments,11408950.046226157,Optimism;Arbitrum;Base;Polygon;Ethereum;Celo;xDai;Avalanche;Scroll;Binance,0,1,1,0,16,0,16,16,,2025-07-04 07:20:14+00:00,2025-07-04 07:20:14+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
superp,Superp,SUP,Derivatives,200966.6220999321,Binance,0,1,1,0,8,0,8,8,,2024-10-02 01:59:13+00:00,2024-10-02 01:59:13+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
superposition,Superposition,-,Lending,586340.3862418168,Aptos,0,1,1,0,16,0,16,16,,2024-10-02 01:59:14+00:00,2024-10-02 01:59:14+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
surge,Surge,-,Lending,2990.510194569928,Arbitrum,0,1,1,0,8,0,8,8,,2023-06-26 19:48:47+00:00,2023-06-26 19:48:47+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
sushi-trident,Sushi Trident,-,Dexs,276183.0396718068,Polygon;Optimism;Metis;Bittorrent;Arbitrum;Binance;Avalanche;Kava,0,1,1,0,8,0,8,8,,2021-08-27 16:42:19+00:00,2021-08-27 16:42:19+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
swissborg,SwissBorg,BORG,CEX,1183472201.6291504,Ethereum;Bitcoin;Solana;Ripple;Binance;Cardano;Hedera;Avalanche;Doge;Near;Tron;Polygon;Cosmos;Injective;Stellar;TON;Arbitrum;Optimism;Sei;Algorand;Celestia;Moonbeam;Sonic;Berachain;Osmosis;xDai;Chiliz;Polkadot,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
swivel-finance,Swivel Finance,-,Yield,5.492444022435884,Ethereum,0,1,1,0,16,0,16,16,,2022-06-06 19:48:48+00:00,2022-06-06 19:48:48+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
symbiotic,Symbiotic,-,Restaking,565618218.7652495,Ethereum,1,1,1,1,8,1,8,9,,2025-08-25 11:24:36+00:00,2025-08-25 11:24:36+00:00,,1,0,other,,[certik],[sherlock],"[certik,sherlock]",[certik]
symmetric,Symmetric,SYMM,Dexs,50850.621963812686,xDai;Celo;Taiko;Meter;Telos;Etherlink,0,1,1,0,24,0,24,24,,2024-07-05 15:23:04+00:00,2024-07-05 15:23:04+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
symmetry,Symmetry,-,Indexes,2671609.6509778937,Solana,0,1,1,0,32,0,32,32,,2023-10-13 18:31:45+00:00,2023-10-13 18:31:45+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
symmio,SYMMIO,SYMM,Derivatives,5686525.628728336,Base;Coti;Binance;Arbitrum;Berachain;Sonic;Mantle;IOTA EVM;Mode,0,1,1,0,16,0,16,16,,2024-10-24 16:28:33+00:00,2024-10-24 16:28:33+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
taiko-bridge,Taiko Bridge,TAIKO,Canonical Bridge,30165934.920577265,Ethereum,0,1,1,0,8,0,8,8,,2024-02-26 18:23:02+00:00,2024-02-26 18:23:02+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
taiko-drips,Taiko Drips,-,Farm,0.0,Taiko,0,1,1,0,8,0,8,8,,2023-01-18 18:09:35+00:00,2023-01-18 18:09:35+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
tangible-arcana,Tangible Arcana,-,Basis Trading,0.0,re.al,0,1,1,0,4,0,4,4,,2023-07-27 20:35:03+00:00,2023-07-27 20:35:03+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
tbtc,tBTC,T,Decentralized BTC,541476713.0971974,Bitcoin;Ethereum,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
telcoin,Telcoin,TEL,Payments,0.0,Polygon,0,1,1,0,40,0,40,40,,2024-12-05 21:22:32+00:00,2024-12-05 21:22:32+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
teller,Teller,-,Lending,7729523.605116893,Ethereum;Base;Arbitrum;Katana,0,1,1,0,24,0,24,24,,2025-01-06 00:17:40+00:00,2025-01-06 00:17:40+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
tempus-finance,Tempus Finance,TEMP,Services,0.0,Ethereum;Fantom,0,1,1,0,8,0,8,8,,2021-09-17 17:05:56+00:00,2021-09-17 17:05:56+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
tessera-v,Tessera V,-,Dexs,,,0,1,1,0,8,0,8,8,,2022-12-06 17:47:01+00:00,2022-12-06 17:47:01+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
tether-gold,Tether Gold,XAUt,RWA,2266958519.029269,Ethereum;Plasma;Avalanche;Monad;Arbitrum;Celo;Polygon;Ink,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
the-graph,The Graph,GRT,Developer Tools,0.0,Ethereum;Arbitrum,0,1,1,0,8,0,8,8,,2022-10-04 14:56:33+00:00,2022-10-04 14:56:33+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
the-llamas,The Llamas,-,Services,0.0,,0,1,1,0,8,0,8,8,,2023-05-22 21:11:29+00:00,2023-05-22 21:11:29+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
thorchain-dex,Thorchain DEX,RUNE,Dexs,88261509.76501241,Thorchain;Bitcoin;Ethereum;Bitcoincash;Doge;Avalanche;Litecoin;Ripple;Binance;Tron;Cosmos;Base,0,1,1,0,8,0,8,8,,2024-05-30 18:34:40+00:00,2024-05-30 18:34:40+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
thorwallet-dex,THORWallet DEX,TGT,Cross Chain Bridge,0.0,,0,1,1,0,4,0,4,4,,2025-02-18 12:52:44+00:00,2025-02-18 12:52:44+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
thruster-v3,Thruster V3,-,Dexs,7082809.5339247715,Blast,0,1,1,0,8,0,8,8,,2024-02-13 17:24:51+00:00,2024-02-13 17:24:51+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
tigris,Tigris,TIG,Derivatives,9412.61926049734,Polygon;Arbitrum,0,1,1,0,8,0,8,8,,2022-12-06 14:18:49+00:00,2022-12-06 14:18:49+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
timeswap-v2,Timeswap V2,TIME,Lending,568960.3309864004,Hyperliquid L1;Arbitrum;Base;Ethereum;Polygon;Optimism;Mantle;inEVM;Polygon zkEVM;X Layer,0,1,1,0,24,0,24,24,,2023-01-17 14:40:35+00:00,2023-01-17 14:40:35+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
ton,TON,TON,Chain,,,0,1,1,0,16,0,16,16,,2025-02-12 02:12:08+00:00,2025-02-12 02:12:08+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
tribe3,Tribe3,-,Derivatives,0.0,Arbitrum,0,1,1,0,7,0,7,7,,2022-09-07 01:27:44+00:00,2022-09-07 01:27:44+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
union-protocol,Union Protocol,UNION,Uncollateralized Lending,270626.15852935746,Optimism;Ethereum;Base;Arbitrum,0,1,1,0,3,0,3,3,,,,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
uniswap-v3,Uniswap V3,UNI,Dexs,2199230946.534882,Ethereum;Arbitrum;Base;Binance;Polygon;BOB;Plasma;xDai;Optimism;RSK;Celo;Saga;Nibiru;Avalanche;Monad;World Chain;Etherlink;XDC;zkSync Era;Unichain;Filecoin;Boba;Goat;Corn;Lens;Telos;Sonic;Mantle;Redbelly;Sei;Hemi;LightLink;Scroll;Linea;Blast;Taiko;Lisk;Moonbeam;Polygon zkEVM;Manta,1,0,1,2,0,2,0,2,,,,,2,0,other,92.0,[full],[],[full],"[certik,defisafety]"
unitas,Unitas,-,Basis Trading,27187973.443387978,Solana;Binance,0,1,1,0,8,0,8,8,,2023-07-06 20:04:03+00:00,2023-07-06 20:04:03+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
unlockd-v1,Unlockd V1,-,Lending,11568.859232115596,Ethereum,0,1,1,0,8,0,8,8,,2021-11-03 15:42:10+00:00,2021-11-03 15:42:10+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
usdt0,USDT0,-,Bridge,4475173923.039608,Ethereum,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
uxd,UXD,UXP,Partially Algorithmic Stablecoin,303879.49811882665,Solana,0,1,1,0,8,0,8,8,,2023-03-16 15:11:05+00:00,2023-03-16 15:11:05+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
vader-ai,Vader AI,VADER,AI Agents,0.0,Base,0,1,1,0,24,0,24,24,,2021-12-10 16:38:31+00:00,2021-12-10 16:38:31+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
veda,Veda,-,Onchain Capital Allocator,1803702752.2112117,Ethereum;Plasma;Scroll;Hyperliquid L1;Sonic;Base;Arbitrum;Berachain;Binance;BOB,1,0,1,1,0,1,0,1,,,,,1,0,other,,[certik],[],[certik],[certik]
velocimeter-v4,Velocimeter V4,-,Dexs,10416.247704042991,IOTA EVM,0,1,1,0,8,0,8,8,,2024-09-03 11:22:07+00:00,2024-09-03 11:22:07+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
velodrome-v1,Velodrome V1,VELO,Dexs,742101.8149345726,Optimism,0,1,1,0,8,0,8,8,,2022-05-20 20:36:09+00:00,2022-05-20 20:36:09+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
venuswap,Venuswap,VEN,Dexs,1479.859681529829,Zkfair,0,1,1,0,16,0,16,16,,2023-09-21 20:13:41+00:00,2023-09-21 20:13:41+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
verse,Verse,VERSE,Dexs,745936.3192848049,Ethereum;smartBCH,0,1,1,0,4,0,4,4,,2022-12-16 00:04:42+00:00,2022-12-16 00:04:42+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
virtuals-protocol,Virtuals Protocol,VIRTUAL,AI Agents,,,0,1,1,0,4,0,4,4,,2025-02-04 12:23:10+00:00,2025-02-04 12:23:10+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
voltage-stableswap,Voltage StableSwap,VOLT,Dexs,17856.781905404754,Fuse,0,1,1,0,7,0,7,7,,2022-03-16 18:52:57+00:00,2022-03-16 18:52:57+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
wagmi,WAGMI,WAGMI,Dexs,2923655.395135733,Sonic;Kava;Metis;IOTA EVM;zkSync Era;Ethereum;Base;zkLink;Fantom,0,1,1,0,24,0,24,24,,2024-04-02 17:33:15+00:00,2024-04-02 17:33:15+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
wild-credit,Wild Credit,WILD,Lending,10003.664450354854,Ethereum,0,1,1,0,16,0,16,16,,2021-09-08 16:22:38+00:00,2021-09-08 16:22:38+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
wildcat-protocol,Wildcat Protocol,-,Uncollateralized Lending,14378988.35140891,Ethereum,0,1,1,0,16,0,16,16,,2024-08-30 10:25:58+00:00,2024-08-30 10:25:58+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
wise-lending-v1,Wise Lending V1,-,Lending,11.694687220234188,Ethereum,0,1,1,0,8,0,8,8,,2024-02-06 22:57:47+00:00,2024-02-06 22:57:47+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
woofi-swap,WOOFi Swap,WOO,Dexs,7578576.722037386,Avalanche;Polygon;Base;Linea;Mantle;Arbitrum;Optimism;Binance;Sonic;Monad;Berachain;Hyperliquid L1;zkSync Era;Fantom;Ethereum;Polygon zkEVM,0,1,1,0,8,0,8,8,,2024-05-07 20:33:58+00:00,2024-05-07 20:33:58+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
x,X,X,Services,0.0,Ethereum,0,1,1,0,80,0,80,80,,2025-03-03 17:02:29+00:00,2025-03-03 17:02:29+00:00,,0,0,unknown,,[],"[code4rena,sherlock]","[code4rena,sherlock]",[]
xdefi,XDeFi,XDEX,Dexs,122079.63280424448,Ethereum,0,1,1,0,8,0,8,8,,2021-12-21 20:20:34+00:00,2021-12-21 20:20:34+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
y2b-finance,Y2B Finance,Y2B,Derivatives,0.0,Ethereum,0,1,1,0,8,0,8,8,,2022-09-08 20:32:17+00:00,2022-09-08 20:32:17+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
y2k-v2,Y2K V2,Y2K,Derivatives,3783.080561326893,Arbitrum,0,1,1,0,8,0,8,8,,2023-05-22 10:41:43+00:00,2023-05-22 10:41:43+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
yaxis,yAxis,YAXIS,Yield Aggregator,397784.0393467834,Ethereum,0,1,1,0,16,0,16,16,,2021-11-10 23:00:28+00:00,2021-11-10 23:00:28+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
yeti-finance,Yeti Finance,YETI,CDP,0.0,Avalanche,0,1,1,0,8,0,8,8,,2021-12-07 16:31:10+00:00,2021-12-07 16:31:10+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
yieldly,Yieldly,YLDY,Yield,0.0,Algorand,0,1,1,0,8,0,8,8,,2022-06-14 17:05:58+00:00,2022-06-14 17:05:58+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
yieldoor,Yieldoor,-,Leveraged Farming,351639.43488315126,Ethereum;Sonic;Base,0,1,1,0,8,0,8,8,,2025-04-26 11:58:04+00:00,2025-04-26 11:58:04+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
yieldpulse-finance,YieldPulse Finance,YIELD,Farm,168.32937467934346,Pulse,0,1,1,0,4,0,4,4,,,,,0,0,unknown,,[],[code4rena],[code4rena],[]
zetachain,ZetaChain,ZETA,Chain,,,0,1,1,0,8,0,8,8,,2023-10-20 12:36:05+00:00,2023-10-20 12:36:05+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
zivoe,Zivoe,ZVE,RWA,289561.6953206187,Ethereum,0,1,1,0,8,0,8,8,,2024-06-06 09:47:37+00:00,2024-06-06 09:47:37+00:00,,0,0,unknown,,[],[sherlock],[sherlock],[]
zksync-lite-bridge,zkSync Lite Bridge,-,Canonical Bridge,48438019.33306222,Ethereum,0,1,1,0,32,0,32,32,,2024-03-02 19:07:51+00:00,2024-03-02 19:07:51+00:00,,0,0,unknown,,[],[code4rena],[code4rena],[]
