protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm,proto_norm,slug,name,symbol_llama,category_llama,tvl,chains_llama
Alchemist,MIST,Yield,['Ethereum'],645161.0414818368,[],,,,['api'],0,0,,0,alchemist,alchemist,Alchemist,MIST,Yield,463548.9218730384,Ethereum
Alchemix,ALCX,Synthetics,['Multi-Chain'],57289955.086885884,[],,,,['api'],0,0,,0,alchemix,alchemix,Alchemix,ALCX,Synthetics,42956021.73379398,Ethereum;Optimism;Arbitrum;Fantom
Alcor Exchange,-,Dexs,['Multi-Chain'],380541.75422046264,[],,,,['api'],0,0,,0,alcor exchange,alcor-exchange,Alcor Exchange,-,Dexs,248264.32188995613,Wax;EOS
Aldrin,RIN,Dexs,['Solana'],844587.8414321108,[],,,,['api'],0,0,,0,aldrin,aldrin,Aldrin,RIN,Dexs,610609.631536411,Solana
Alephium Bridge,-,Bridge,['Multi-Chain'],2880534.646138259,[],,,,['api'],0,0,,0,alephium bridge,alephium-bridge,Alephium Bridge,-,Bridge,1779931.877688046,Alephium;Ethereum;Binance
ALEX,ALEX,Dexs,['Stacks'],4148436.863781852,[],,,,['api'],0,0,,0,alex,alex,ALEX,ALEX,Dexs,1927877.1730302456,Stacks
AlfaFrens,-,SoFi,['Base'],9325.128449768436,[],,,,['api'],0,0,,0,alfafrens,alfafrens,AlfaFrens,-,SoFi,6292.742472330363,Base
Algebra DEX,ALGB,Dexs,['Polygon'],107598.34550479372,[],,,,['api'],0,0,,0,algebra dex,algebra-dex,Algebra DEX,ALGB,Dexs,76885.63274664168,Polygon
Algebra Integral,ALGB,Dexs,['nan'],,[],,,,['api'],0,0,,0,algebra integral,algebra-integral,Algebra Integral,ALGB,Dexs,,
Algem,-,Liquid Staking,['Astar'],95830.88570681712,[],,,,['api'],0,0,,0,algem,algem,Algem,-,Liquid Staking,42448.20044143488,Astar
AlgoBlocks,ALGOBLK,Services,['Binance'],0.0,[],,,,['api'],0,0,,0,algoblocks,algoblocks,AlgoBlocks,ALGOBLK,Services,0.0,Binance
Algodex,ALGX,Dexs,['Algorand'],6406.082813232726,[],,,,['api'],0,0,,0,algodex,algodex,Algodex,ALGX,Dexs,3955.218021799081,Algorand
Algofi Lend,-,Lending,['Algorand'],1023061.3576900668,[],,,,['api'],0,0,,0,algofi lend,algofi-lend,Algofi Lend,-,Lending,780958.5157730808,Algorand
Algofi Swap,-,Dexs,['Algorand'],90031.900849033,[],,,,['api'],0,0,,0,algofi swap,algofi-swap,Algofi Swap,-,Dexs,69446.35606093271,Algorand
Algomint,goMINT,Algo-Stables,['Algorand'],362.4220137161257,[],,,,['api'],0,0,,0,algomint,algomint,Algomint,goMINT,Algo-Stables,265.4693153187511,Algorand
AlgoRai Finance,-,Options Vault,['Algorand'],22755.25643727325,[],,,,['api'],0,0,,0,algorai finance,algorai-finance,AlgoRai Finance,-,Options Vault,17357.80190111035,Algorand
Alien Base Area51,ALB,Dexs,['Base'],36184.554326320176,[],,,,['api'],0,0,,0,alien base area51,alien-base-area51,Alien Base Area51,ALB,Dexs,26388.16702018281,Base
Alien Base StableSwap,ALB,Dexs,['Base'],2569.497797368176,[],,,,['api'],0,0,,0,alien base stableswap,alien-base-stableswap,Alien Base StableSwap,ALB,Dexs,2573.923789394661,Base
Alien Base V2,ALB,Dexs,['Base'],6080671.518179558,[],,,,['api'],0,0,,0,alien base v2,alien-base-v2,Alien Base V2,ALB,Dexs,1474049.7145467848,Base
Alien Base V3,ALB,Dexs,['Base'],9538940.65267278,[],,,,['api'],0,0,,0,alien base v3,alien-base-v3,Alien Base V3,ALB,Dexs,4974171.038578795,Base
Alien Finance,ALIEN,Lending,['Blast'],0.0,[],,,,['api'],0,0,,0,alien finance,alien-finance,Alien Finance,ALIEN,Lending,0.0,Blast
Alien Worlds,TLM,Gaming,['Wax'],138740.5727937589,[],,,,['api'],0,0,,0,alien worlds,alien-worlds,Alien Worlds,TLM,Gaming,66065.15167877468,Wax
AlienFi,ALIEN,Dexs,['Arbitrum'],152790.62699551985,[],,,,['api'],0,0,,0,alienfi,alienfi,AlienFi,ALIEN,Dexs,113038.10089317882,Arbitrum
AliensFarm,PAUL,Dexs,['Tezos'],1682.499328929057,[],,,,['api'],0,0,,0,aliensfarm,aliensfarm,AliensFarm,PAUL,Dexs,1271.4151593627869,Tezos
Alita Finance,ALI,Dexs,['Binance'],269783.13969493035,[],,,,['api'],0,0,,0,alita finance,alita-finance,Alita Finance,ALI,Dexs,253032.64372132384,Binance
Alium Swap,ALM,Dexs,['Binance'],24721.644696871233,[],,,,['api'],0,0,,0,alium swap,alium-swap,Alium Swap,ALM,Dexs,20238.63758487444,Binance
Alkemi,ALK,Lending,['Ethereum'],270448.4643108523,[],,,,['api'],0,0,,0,alkemi,alkemi,Alkemi,ALK,Lending,194959.00641961087,Ethereum
Alkimi,ALKIMI,Services,['Sui'],0.0,[],,,,['api'],0,0,,0,alkimi,alkimi,Alkimi,ALKIMI,Services,0.0,Sui
Alkimiya,-,Derivatives,['Base'],12770.033098513217,[],,,,['api'],0,0,,0,alkimiya,alkimiya,Alkimiya,-,Derivatives,10880.87073971576,Base
Allbridge Classic,ABR,Bridge,['Multi-Chain'],23559358.08011163,[],,,,['api'],0,0,,0,allbridge classic,allbridge-classic,Allbridge Classic,ABR,Bridge,18355955.79246327,Ethereum;Solana;Polygon;Binance;Avalanche;Near;Celo;Fantom;Terra;Ripple;Aurora;Harmony;Fuse
Allbridge Core,-,Bridge,['Multi-Chain'],23269885.53462987,[],,,,['api'],0,0,,0,allbridge core,allbridge-core,Allbridge Core,-,Bridge,23607809.01799642,Ethereum;Tron;Binance;Solana;Arbitrum;Base;Stellar;Polygon;Avalanche;Sui;Celo;Optimism;Unichain;Sonic
Alligator,GTR,Dexs,['Avalanche'],12404.441498321094,[],,,,['api'],0,0,,0,alligator,alligator,Alligator,GTR,Dexs,8385.383029567452,Avalanche
Allinx,INX,Yield,['Binance'],0.0,[],,,,['api'],0,0,,0,allinx,allinx,Allinx,INX,Yield,0.0,Binance
AllInXSwap,X,Dexs,['Multi-Chain'],521.9540817158394,[],,,,['api'],0,0,,0,allinxswap,allinxswap,AllInXSwap,X,Dexs,366.78659191985616,Op_Bnb;Binance
alloBTC,-,Restaked BTC,['Bitcoin'],0.61731138,[],,,,['api'],0,0,,0,allobtc,allobtc,alloBTC,-,Restaked BTC,0.4910731886080022,Bitcoin
Allspark,-,Derivatives,['zkLink'],2.35189438e-11,[],,,,['api'],0,0,,0,allspark,allspark,Allspark,-,Derivatives,1.7666904884255763e-11,zkLink
Allstake,-,Restaking,['Multi-Chain'],4122647.5775414743,[],,,,['api'],0,0,,0,allstake,allstake,Allstake,-,Restaking,1928850.3447245308,Near;Solana;Ethereum
Almanak,-,Onchain Capital Allocator,['Ethereum'],92615869.84932092,[],,,,['api'],0,0,,0,almanak,almanak,Almanak,-,Onchain Capital Allocator,4655801.876533965,Ethereum;Base
Almond,ALM,Yield,['Solana'],0.0,[],,,,['api'],0,0,,0,almond,almond,Almond,ALM,Yield,0.0,Solana
Aloe,-,Lending,['Multi-Chain'],195125.32661156013,[],,,,['api'],0,0,,0,aloe,aloe,Aloe,-,Lending,114363.84729122948,Arbitrum;Base;Optimism;Linea;Ethereum
Alongside,AMKT,Indexes,['Ethereum'],974365.3257214442,[],,,,['api'],0,0,,0,alongside,alongside,Alongside,AMKT,Indexes,639292.2514653364,Ethereum
Alpaca City,ALPA,Yield,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,alpaca city,alpaca-city,Alpaca City,ALPA,Yield,0.0,Ethereum;Binance
Alpaca Finance 2.0,ALPACA,Lending,['Binance'],19489614.63451408,[],,,,['api'],0,0,,0,alpaca finance 2.0,alpaca-finance-2.0,Alpaca Finance 2.0,ALPACA,Lending,15388391.090784566,Binance
Alpaca Leveraged Yield Farming,ALPACA,Leveraged Farming,['Multi-Chain'],46190126.14602848,[],,,,['api'],0,0,,0,alpaca leveraged yield farming,alpaca-leveraged-yield-farming,Alpaca Leveraged Yield Farming,ALPACA,Leveraged Farming,40954799.863088846,Binance;Fantom
Alpaca Perpetual Futures Exchange,ALPACA,Derivatives,['Binance'],80961.59153338369,[],,,,['api'],0,0,,0,alpaca perpetual futures exchange,alpaca-perpetual-futures-exchange,Alpaca Perpetual Futures Exchange,ALPACA,Derivatives,64065.809477027535,Binance
Alpha,BTC,SoFi,['NOS'],564415.9072338181,[],,,,['api'],0,0,,0,alpha,alpha,Alpha,BTC,SoFi,564415.9072338181,NOS
Alpha Arcade,ALPHA,Prediction Market,['Algorand'],218095.7443094245,[],,,,['api'],0,0,,0,alpha arcade,alpha-arcade,Alpha Arcade,ALPHA,Prediction Market,218095.7443094245,Algorand
Alphadex,ROAR,Dexs,['Multi-Chain'],8561.98825042644,[],,,,['api'],0,0,,0,alphadex,alphadex,Alphadex,ROAR,Dexs,123633.96244994825,Moonriver;Kava
AlphaFi Agg,ALPHA,Yield Aggregator,['Sui'],15428075.136755232,[],,,,['api'],0,0,,0,alphafi agg,alphafi-agg,AlphaFi Agg,ALPHA,Yield Aggregator,16153238.48646468,Sui
AlphaFi stSUI,ALPHA,Liquid Staking,['Sui'],28841744.70583496,[],,,,['api'],0,0,,0,alphafi stsui,alphafi-stsui,AlphaFi stSUI,ALPHA,Liquid Staking,6503040.329379337,Sui
AlphaLend,BLUE,Lending,['Sui'],97818610.25298224,[],,,,['api'],0,0,,0,alphalend,alphalend,AlphaLend,BLUE,Lending,95476706.03770667,Sui
AlphaPing,-,Risk Curators,['Ethereum'],42829839.073051855,[],,,,['api'],0,0,,0,alphaping,alphaping,AlphaPing,-,Risk Curators,34838317.01797868,Ethereum
AlphaX,-,Derivatives,['Multi-Chain'],6.125554,[],,,,['api'],0,0,,0,alphax,alphax,AlphaX,-,Derivatives,6.117713672351788,Arbitrum;Ethereum
AlphBanX,ABX,CDP,['Alephium'],1186332.020727269,[],,,,['api'],0,0,,0,alphbanx,alphbanx,AlphBanX,ABX,CDP,933972.053990828,Alephium
AlphPad,APAD,Launchpad,['Alephium'],0.0,[],,,,['api'],0,0,,0,alphpad,alphpad,AlphPad,APAD,Launchpad,0.0,Alephium
ALTA Finance,-,RWA Lending,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,alta finance,alta-finance,ALTA Finance,-,RWA Lending,0.0,Base;Polygon
Alternity,LCNY,CDP,['Ethereum'],18988.022583694375,[],,,,['api'],0,0,,0,alternity,alternity,Alternity,LCNY,CDP,14182.269377623055,Ethereum
Alterscope,-,Risk Curators,['Multi-Chain'],4889955.777835168,[],,,,['api'],0,0,,0,alterscope,alterscope,Alterscope,-,Risk Curators,2272059.326101203,Base;Ethereum;Starknet
Altitude,ALTD,Cross Chain Bridge,['Multi-Chain'],69037.07876785236,[],,,,['api'],0,0,,0,altitude,altitude,Altitude,ALTD,Cross Chain Bridge,54102.788405301166,Ethereum;Arbitrum;Avalanche;Linea;Optimism;Polygon;Binance;Mantle;Fantom
Altitude.Fi,-,Lending,['Ethereum'],19060955.238506615,[],,,,['api'],0,0,,0,altitude.fi,altitude.fi,Altitude.Fi,-,Lending,13727921.787022546,Ethereum
AltLayer,ALT,Developer Tools,['nan'],,[],,,,['api'],0,0,,0,altlayer,altlayer,AltLayer,ALT,Developer Tools,,
Altr Lend,-,Lending,['Polygon'],0.0,[],,,,['api'],0,0,,0,altr lend,altr-lend,Altr Lend,-,Lending,0.0,Polygon
Alvey Dex,-,Dexs,['ALV'],6906.04301938529,[],,,,['api'],0,0,,0,alvey dex,alvey-dex,Alvey Dex,-,Dexs,0.0,ALV
Alyx finance,ALYX,Reserve Currency,['Binance'],1.861667319980016,[],,,,['api'],0,0,,0,alyx finance,alyx-finance,Alyx finance,ALYX,Reserve Currency,1.1941571181888069,Binance
Amana,-,Yield Aggregator,['ZetaChain'],186353.2729990558,[],,,,['api'],0,0,,0,amana,amana,Amana,-,Yield Aggregator,63303.58761031266,ZetaChain
Amaterasu Finance,IZA,Dexs,['Aurora'],13266.273805893765,[],,,,['api'],0,0,,0,amaterasu finance,amaterasu-finance,Amaterasu Finance,IZA,Dexs,7779.845050530012,Aurora
Amber Finance,-,Lending,['Neutron'],377398.7586471301,[],,,,['api'],0,0,,0,amber finance,amber-finance,Amber Finance,-,Lending,30600497.695781656,Neutron
Ambient,-,Dexs,['Multi-Chain'],12155059.052275049,[],,,,['api'],0,0,,0,ambient,ambient,Ambient,-,Dexs,4682355.338100728,Scroll;Ethereum;Blast;Swellchain;Plume Mainnet;Canto
Ambire Wallet,WALLET,Wallets,['Ethereum'],0.0,[],,,,['api'],0,0,,0,ambire wallet,ambire-wallet,Ambire Wallet,WALLET,Wallets,0.0,Ethereum
Ambit Finance,AMBT,Lending,['Binance'],136521.7022292473,[],,,,['api'],0,0,,0,ambit finance,ambit-finance,Ambit Finance,AMBT,Lending,89973.18836241,Binance
AmesDefi,AMES,Algo-Stables,['Binance'],0.0,[],,,,['api'],0,0,,0,amesdefi,amesdefi,AmesDefi,AMES,Algo-Stables,0.0,Binance
Amet Finance,-,Services,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,amet finance,amet-finance,Amet Finance,-,Services,0.0,Manta;Polygon;Polygon zkEVM;Base
Ammos Finance,-,Dexs,['Mantle'],2977.9413744502704,[],,,,['api'],0,0,,0,ammos finance,ammos-finance,Ammos Finance,-,Dexs,2414.461334553242,Mantle
Amnis Finance,AMI,Liquid Staking,['Aptos'],142227587.22571453,[],,,,['api'],0,0,,0,amnis finance,amnis-finance,Amnis Finance,AMI,Liquid Staking,48966329.03962506,Aptos
Amogus DAO,SUS,Reserve Currency,['Avalanche'],44.904114005683155,[],,,,['api'],0,0,,0,amogus dao,amogus-dao,Amogus DAO,SUS,Reserve Currency,44.972483118357815,Avalanche
Amped Finance,AMPED,Derivatives,['Multi-Chain'],36629.40871373997,[],,,,['api'],0,0,,0,amped finance,amped-finance,Amped Finance,AMPED,Derivatives,10892.003153562848,Sonic;Superseed;Base;LightLink;Binance;Berachain
Ampere,AMP,Algo-Stables,['Fuse'],0.0,[],,,,['api'],0,0,,0,ampere,ampere,Ampere,AMP,Algo-Stables,0.0,Fuse
Amphor,-,Yield,['Ethereum'],2091148.7817470604,[],,,,['api'],0,0,,0,amphor,amphor,Amphor,-,Yield,111209.12770484478,Ethereum
Amphora,AMPH,Lending,['Ethereum'],11157.29560404627,[],,,,['api'],0,0,,0,amphora,amphora,Amphora,AMPH,Lending,9496.192708547662,Ethereum
AmpleSwap,AMPLE,Dexs,['Multi-Chain'],27281.311942427452,[],,,,['api'],0,0,,0,ampleswap,ampleswap,AmpleSwap,AMPLE,Dexs,21370.356031327607,Binance;DSC;ALV
AmplifyFinance,-,Yield,['Ethereum'],1.201859004703895,[],,,,['api'],0,0,,0,amplifyfinance,amplifyfinance,AmplifyFinance,-,Yield,0.9113186932619742,Ethereum
Amply Finance,preAMP,Lending,['Cronos zkEVM'],1774662.6038795372,[],,,,['api'],0,0,,0,amply finance,amply-finance,Amply Finance,preAMP,Lending,916675.3318275178,Cronos zkEVM
Amulet Finance,-,Synthetics,['Neutron'],65433.554133870006,[],,,,['api'],0,0,,0,amulet finance,amulet-finance,Amulet Finance,-,Synthetics,35709.74896350302,Neutron
Amulet Liquidity Staking,-,Liquid Staking,['Solana'],563323.2000000001,[],,,,['api'],0,0,,0,amulet liquidity staking,amulet-liquidity-staking,Amulet Liquidity Staking,-,Liquid Staking,391766.8015796672,Solana
Amulet V1,AMU,Insurance,['Solana'],0.0,[],,,,['api'],0,0,,0,amulet v1,amulet-v1,Amulet V1,AMU,Insurance,0.0,Solana
Amulet V2,AMU,Yield Aggregator,['Multi-Chain'],119001.43858750282,[],,,,['api'],0,0,,0,amulet v2,amulet-v2,Amulet V2,AMU,Yield Aggregator,82953.01423473346,Solana;Optimism;Ethereum;Polygon zkEVM
Amun,AMUN,Indexes,['Multi-Chain'],379345.2414981505,[],,,,['api'],0,0,,0,amun,amun,Amun,AMUN,Indexes,379345.2414981505,Solana;Ethereum;Polygon
Amy Finance,AMY,Lending,['Arbitrum'],0.0,[],,,,['api'],0,0,,0,amy finance,amy-finance,Amy Finance,AMY,Lending,0.0,Arbitrum
Anchor,ANC,Lending,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,anchor,anchor,Anchor,ANC,Lending,0.0,Terra;Avalanche
AnchorSwap,ANCHOR,Dexs,['Binance'],59352.12493027584,[],,,,['api'],0,0,,0,anchorswap,anchorswap,AnchorSwap,ANCHOR,Dexs,50516.11935992986,Binance
Ancient8,A8,Chain,['Ethereum'],1949926.7683153264,[],,,,['api'],0,0,,0,ancient8,ancient8,Ancient8,A8,Chain,540655.523562176,Ethereum
Ancient8 Swap,-,Dexs,['Ancient8'],135227.66373978008,[],,,,['api'],0,0,,0,ancient8 swap,ancient8-swap,Ancient8 Swap,-,Dexs,86849.9971134159,Ancient8
Ancora Finance,ACR,Dexs,['Linea'],3148.5047970621818,[],,,,['api'],0,0,,0,ancora finance,ancora-finance,Ancora Finance,ACR,Dexs,2636.027144884199,Linea
Andromeada,-,Dexs,['Base'],81257.7064402377,[],,,,['api'],0,0,,0,andromeada,andromeada,Andromeada,-,Dexs,61628.71104115084,Base
Anedak,-,Dexs,['Kadena'],0.0,[],,,,['api'],0,0,,0,anedak,anedak,Anedak,-,Dexs,0.0,Kadena
Anemoy Capital,-,RWA,['Multi-Chain'],345478069.7304818,[],,,,['api'],0,0,,0,anemoy capital,anemoy-capital,Anemoy Capital,-,RWA,263394225.2272761,Ethereum;Celo;Base
anetaBTC,-,Bridge,['Multi-Chain'],162626.17157304,[],,,,['api'],0,0,,0,anetabtc,anetabtc,anetaBTC,-,Bridge,125588.6049153496,Cardano;Ergo
Angel Protocol,HALO,Charity Fundraising,['Terra'],0.0,[],,,,['api'],0,0,,0,angel protocol,angel-protocol,Angel Protocol,HALO,Charity Fundraising,0.0,Terra
Angle,ANGLE,CDP,['Multi-Chain'],24776858.85522428,[],,,,['api'],0,0,,0,angle,angle,Angle,ANGLE,CDP,14900666.343541889,Ethereum;Arbitrum;Polygon;Optimism;Avalanche;Binance;Celo;xDai
Angles Liquid,-,Onchain Capital Allocator,['Sonic'],2159.8892284322087,[],,,,['api'],0,0,,0,angles liquid,angles-liquid,Angles Liquid,-,Onchain Capital Allocator,416.5348765780339,Sonic
Angles Stake,-,Liquid Staking,['Sonic'],11242934.470676694,[],,,,['api'],0,0,,0,angles stake,angles-stake,Angles Stake,-,Liquid Staking,2666915.112032634,Sonic
Angstrom,-,Dexs,['Ethereum'],5015711.607731331,[],,,,['api'],0,0,,0,angstrom,angstrom,Angstrom,-,Dexs,3133329.3649035306,Ethereum
Animal Farm V1,PIGS,Farm,['Binance'],2522.277181572509,[],,,,['api'],0,0,,0,animal farm v1,animal-farm-v1,Animal Farm V1,PIGS,Farm,2275.9005838797566,Binance
Animal Farm V2,AFP,Yield,['Binance'],181.8909664387084,[],,,,['api'],0,0,,0,animal farm v2,animal-farm-v2,Animal Farm V2,AFP,Yield,0.0,Binance
AnimeSwap,ANI,Dexs,['Multi-Chain'],19834.180947226418,[],,,,['api'],0,0,,0,animeswap,animeswap,AnimeSwap,ANI,Dexs,12582.241106894007,Aptos;Sui
Ankr,ANKR,Liquid Staking,['Multi-Chain'],64931240.65007048,[],,,,['api'],0,0,,0,ankr,ankr,Ankr,ANKR,Liquid Staking,36381740.99044774,Ethereum;Flow;Binance;Avalanche;Fantom;Polkadot;xDai;Kusama
Annex,ANN,Lending,['Multi-Chain'],3714.0932913035704,[],,,,['api'],0,0,,0,annex,annex,Annex,ANN,Lending,3714.0932913035704,Cronos;Binance;Kava
Anon Social,-,SoFi,['Base'],1984.6198198395,[],,,,['api'],0,0,,0,anon social,anon-social,Anon Social,-,SoFi,1492.9176669348212,Base
Anqa,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,anqa,anqa,Anqa,-,DEX Aggregator,,
Ante Finance,-,Insurance,['Multi-Chain'],875033.9434578241,[],,,,['api'],0,0,,0,ante finance,ante-finance,Ante Finance,-,Insurance,653140.272321997,Ethereum;Binance;Avalanche;Optimism;Aurora;Polygon;Fantom;Arbitrum
Antex,ANTEX,Launchpad,['Binance'],8406.798963699597,[],,,,['api'],0,0,,0,antex,antex,Antex,ANTEX,Launchpad,7398.6986214345325,Binance
Antfarm finance,ATF,Liquidity manager,['Multi-Chain'],1483213.4006952804,[],,,,['api'],0,0,,0,antfarm finance,antfarm-finance,Antfarm finance,ATF,Liquidity manager,823989.783386473,Ethereum;Avalanche;Polygon zkEVM;Arbitrum
AntiHero Finance,ANTI,Lending,['Arbitrum'],2.845070725745267,[],,,,['api'],0,0,,0,antihero finance,antihero-finance,AntiHero Finance,ANTI,Lending,2.845070725745267,Arbitrum
Antimatter,MATTER,Options,['Multi-Chain'],31996.018300907326,[],,,,['api'],0,0,,0,antimatter,antimatter,Antimatter,MATTER,Options,18557.413504393266,Avalanche;Ethereum;Arbitrum;Binance;Kava
Anvil,ANVL,Collateral Management,['Ethereum'],77909411.33838171,[],,,,['api'],0,0,,0,anvil,anvil,Anvil,ANVL,Collateral Management,54239042.9075936,Ethereum
AnyHedge,-,Derivatives,['Bitcoincash'],4863333.4799999995,[],,,,['api'],0,0,,0,anyhedge,anyhedge,AnyHedge,-,Derivatives,4863333.4799999995,Bitcoincash
Anzen V1,ANZ,RWA,['Ethereum'],6303.009492701017,[],,,,['api'],0,0,,0,anzen v1,anzen-v1,Anzen V1,ANZ,RWA,6297.836084041421,Ethereum
Anzen V2,ANZ,RWA,['Multi-Chain'],115430875.6697069,[],,,,['api'],0,0,,0,anzen v2,anzen-v2,Anzen V2,ANZ,RWA,109237298.84189026,Base;Ethereum;Manta;Arbitrum;Blast
AO Bridge,AO,Canonical Bridge,['Ethereum'],218046676.3388157,[],,,,['api'],0,0,,0,ao bridge,ao-bridge,AO Bridge,AO,Canonical Bridge,156900816.84128,Ethereum
Ape Express,-,Launchpad,['ApeChain'],110057.04475950742,[],,,,['api'],0,0,,0,ape express,ape-express,Ape Express,-,Launchpad,43073.49468824729,ApeChain
Ape Finance,APEFI,Lending,['Ethereum'],55177.63935585243,[],,,,['api'],0,0,,0,ape finance,ape-finance,Ape Finance,APEFI,Lending,55355.4921074401,Ethereum
Ape Jupiter,JUP,Launchpad,['nan'],,[],,,,['api'],0,0,,0,ape jupiter,ape-jupiter,Ape Jupiter,JUP,Launchpad,,
Ape.Store,-,Launchpad,['Multi-Chain'],256368.813123607,[],,,,['api'],0,0,,0,ape.store,ape.store,Ape.Store,-,Launchpad,192117.60759818277,Base;Ethereum
ApeBank,-,Lending,['ApeChain'],401248.51862455154,[],,,,['api'],0,0,,0,apebank,apebank,ApeBank,-,Lending,159556.82791832878,ApeChain
ApeBond Staking,ABOND,Farm,['Multi-Chain'],11654.720716479138,[],,,,['api'],0,0,,0,apebond staking,apebond-staking,ApeBond Staking,ABOND,Farm,9754.726361713092,Binance;Ethereum;Polygon
ApeBot,-,Telegram Bot,['nan'],,[],,,,['api'],0,0,,0,apebot,apebot,ApeBot,-,Telegram Bot,,
ApeChain Bridge,-,Bridge,['Ethereum'],4166242.104188853,[],,,,['api'],0,0,,0,apechain bridge,apechain-bridge,ApeChain Bridge,-,Bridge,1407155.5606892589,Ethereum
ApeChainStake,-,Yield,['ApeChain'],0.0,[],,,,['api'],0,0,,0,apechainstake,apechainstake,ApeChainStake,-,Yield,0.0,ApeChain
ApeCoin,APE,Yield,['nan'],0.0,[],,,,['api'],0,0,,0,apecoin,apecoin,ApeCoin,APE,Yield,0.0,
ApeDAO,vAPE,Farm,['Fantom'],39.42851364734691,[],,,,['api'],0,0,,0,apedao,apedao,ApeDAO,vAPE,Farm,14.850911248383982,Fantom
ApeRocket,SPACE,Yield,['Binance'],51954.7918538105,[],,,,['api'],0,0,,0,aperocket,aperocket,ApeRocket,SPACE,Yield,45584.39371789487,Binance
Aperture LM,APTR,Liquidity manager,['Multi-Chain'],15458.417932629696,[],,,,['api'],0,0,,0,aperture lm,aperture-lm,Aperture LM,APTR,Liquidity manager,13532.379977925171,Avalanche;Terra
ApertureSwap,APTR,Dexs,['Manta'],95313.41146381546,[],,,,['api'],0,0,,0,apertureswap,apertureswap,ApertureSwap,APTR,Dexs,60845.05071777957,Manta
ApeSwap AMM,ABOND,Dexs,['Multi-Chain'],13282647.95187281,[],,,,['api'],0,0,,0,apeswap amm,apeswap-amm,ApeSwap AMM,ABOND,Dexs,16396709.818858942,Binance;Polygon;Arbitrum;Telos;Ethereum
ApeSwap Lending,ABOND,Lending,['Binance'],752411.2246767932,[],,,,['api'],0,0,,0,apeswap lending,apeswap-lending,ApeSwap Lending,ABOND,Lending,270276.1454408569,Binance
Apex DeFi,APEX,Dexs,['Multi-Chain'],103255.5046475971,[],,,,['api'],0,0,,0,apex defi,apex-defi,Apex DeFi,APEX,Dexs,35863.34340053309,Avalanche;Base;Ethereum
Apex Omni,-,Derivatives,['Multi-Chain'],27950336.07947145,[],,,,['api'],0,0,,0,apex omni,apex-omni,Apex Omni,-,Derivatives,44784132.7320845,Ethereum;Mantle;Arbitrum;Binance;Base
ApeX Pro,APEX,Derivatives,['Multi-Chain'],1494139.5743503284,[],,,,['api'],0,0,,0,apex pro,apex-pro,ApeX Pro,APEX,Derivatives,1440486.6678425428,Ethereum;Polygon;Arbitrum;Binance;Optimism;Mantle;Avalanche
ApexSwap,APEX,Dexs,['Avalanche'],69.73821669376733,[],,,,['api'],0,0,,0,apexswap,apexswap,ApexSwap,APEX,Dexs,69.73821669376733,Avalanche
Api3,API3,Oracle,['Ethereum'],0.0,[],,,,['api'],0,0,,0,api3,api3,Api3,API3,Oracle,0.0,Ethereum
Apollo Diversified Credit Securitize Fund,-,RWA,['Multi-Chain'],111929561.52649473,[],,,,['api'],0,0,,0,apollo diversified credit securitize fund,apollo-diversified-credit-securitize-fund,Apollo Diversified Credit Securitize Fund,-,RWA,83702273.97085103,Ethereum;Aptos;Ink;Avalanche;Polygon;Sei;Solana
ApolloDAO,APOLLO,Yield,['Multi-Chain'],22046.541607867905,[],,,,['api'],0,0,,0,apollodao,apollodao,ApolloDAO,APOLLO,Yield,10940.345815879908,Neutron;Osmosis;Terra
Apollon,APO,Synthetics,['Sei'],37852.57769853241,[],,,,['api'],0,0,,0,apollon,apollon,Apollon,APO,Synthetics,4621.681435465034,Sei
Apostro,-,Risk Curators,['Multi-Chain'],11623760.284616504,[],,,,['api'],0,0,,0,apostro,apostro,Apostro,-,Risk Curators,1020225.224811474,Ethereum;Base;Binance
ApplePie,Pie,Farm,['Binance'],3.0462332084974135,[],,,,['api'],0,0,,0,applepie,applepie,ApplePie,Pie,Farm,2.477205450440936,Binance
Apricot Finance,APT,Lending,['Solana'],1264954.52990132,[],,,,['api'],0,0,,0,apricot finance,apricot-finance,Apricot Finance,APT,Lending,914182.2342224116,Solana
ApStation,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,apstation,apstation,ApStation,-,DEX Aggregator,,
Aptin Finance V1,-,Lending,['Aptos'],50476.927952722894,[],,,,['api'],0,0,,0,aptin finance v1,aptin-finance-v1,Aptin Finance V1,-,Lending,50454.49952018403,Aptos
Aptin Finance V2,-,Lending,['Aptos'],14711175.756964045,[],,,,['api'],0,0,,0,aptin finance v2,aptin-finance-v2,Aptin Finance V2,-,Lending,8208124.719728143,Aptos
Aptos,APT,Canonical Bridge,['nan'],0.0,[],,,,['api'],0,0,,0,aptos,aptos,Aptos,APT,Canonical Bridge,0.0,
