protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,page_title
leequid staking,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/09/leequid-staking/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
kilnfi staking,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/08/kilnfi-staking-consensys/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
solflare metamask snaps,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/08/solflare-metamask-snaps-solflare-sui-aptos/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
dram stablecoin,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/08/dram-stablecoin/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
partner snaps filsnap,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/08/metamask/partner-snaps-filsnap/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
lybra finance,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/08/lybra-finance/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
partner snaps shapeshift,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/07/metamask/partner-snaps-shapeshift-snap/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
wallet guard,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/07/wallet-guard/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
push snap for,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/07/push-protocol-snap-for-metamask/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
partner snaps starknetsnap,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/metamask/partner-snaps-starknetsnap/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
hedge,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/hedgey-token-lockup-and-vesting-plans/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
linea canonical,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/linea-canonical-token-bridge/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
linea message service,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/linea-message-service/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
linea plonk verifier,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/linea-plonk-verifier/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
argent account multisig,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/06/argent-account-multisig-for-starknet/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
geode,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/05/geode-liquid-staking/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
tidal,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/05/tidal/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
mobymask mvp snap,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/04/mobymask-mvp-snap/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
glif filecoin infinitypool,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/04/glif-filecoin-infinitypool/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
eigenlabs eigenlayer,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/03/eigenlabs-eigenlayer/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
socket,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/02/socket/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
rocket pool,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2023/01/rocket-pool-atlas-v1.2/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
forta delegated staking,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/11/forta-delegated-staking/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
geode,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/11/geodefi/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
1inch,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/08/1inch-exchange-aggregationrouter-v5/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
notional finance,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/07/notional-finance/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
brahma fi,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/05/brahma-fi/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
tribe dao flywheel,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/04/tribe-dao-flywheel-v2-xtribe-xerc4626/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
notional 1,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/03/notional-protocol-v2.1/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
fuji,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/03/fuji-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
gamma,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2022/02/gamma/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
gluwacoin erc 20,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/10/gluwacoin-erc-20-wrapper/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
fei phase 1,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/09/fei-protocol-v2-phase-1/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pstake finance,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/08/pstake-finance/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
connext,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/07/connext-nxtp-noncustodial-xchain-transfer-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
fei tribechief,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/07/fei-tribechief/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
idle finance,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/06/idle-finance/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
growthdefi wheat,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/06/growthdefi-wheat/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pooltogether sushi and,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/pooltogether-sushi-and-yearn-v2-yield-sources/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
nuts finance btcplus,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/nuts-finance-btcplus/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
zer0 zauction,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/zer0-zauction/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
zer0 zbanc,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/zer0-zbanc/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
zer0 zdao,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/zer0-zdao-token/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
zer0 zns,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/05/zer0-zns/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
gitcoin distribution,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/04/gitcoin-token-distribution/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
rocketpool,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/04/rocketpool/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pooltogether pods,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/pooltogether-pods/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
umbra,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/umbra-smart-contracts/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
defi saver,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/defi-saver/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
optimism safetychecker,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/optimism-safetychecker/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
bridge mutual,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/bridge-mutual/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
dforce,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/03/dforce-lending-protocol-review/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
daofi,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/02/daofi/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
definer,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/02/definer/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pooltogether,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/02/pooltogether/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
fei,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/01/fei-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
erlc iexec,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2021/01/erlc-iexec/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
orchid multisend,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/12/orchid-multisend/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
1inch,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/12/1inch-liquidity-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
growth defi,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/12/growth-defi-v1/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
0x exchange v4,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/12/0x-exchange-v4/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pillar,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/11/pillar/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pooltogether lootbox and,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/11/pooltogether-lootbox-and-multiplewinners-strategy/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
bitbank,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/11/bitbank/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
paxos,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/11/paxos/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
skale network,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/10/skale-network/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aave,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/09/aave-protocol-v2/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
filecoin actors,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/09/filecoin-actors/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aave safety module,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/09/aave-safety-module/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aave governance dao,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/08/aave-governance-dao/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
metaswap,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/08/metaswap/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
uniswap v2,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/08/aave-balancer-and-uniswap-v2-price-providers/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
mstable 1 1,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/07/mstable-1.1/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aave,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/07/aave-token/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
bancor amm,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/06/bancor-v2-amm-security-audit/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
shell protocol,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/06/shell-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
amp,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/06/amp/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
codefi erc1400,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/06/codefi-erc1400-assessment/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
lien,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/05/lien-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
mcdex,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/05/mcdex-mai-protocol-v2/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
balancer finance,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/05/balancer-finance/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aave cpm price,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/05/aave-cpm-price-provider/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
rico,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/04/rico/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
skyweaver,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/04/skyweaver/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
iexec poco,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/03/iexec-poco/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
thesis cryptographic,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/03/thesis-cryptographic-review/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
summary thesis tbtc,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/02/summary-thesis-tbtc-and-keep/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
thesis tbtc and,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/02/thesis-tbtc-and-keep/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
horizon games,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/02/horizon-games/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
orchid bitwavemultisend,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/01/orchid-bitwavemultisend/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
skale,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/01/skale-token/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
vega vegatoken,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/01/vega-vegatoken/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
omisego morevp,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/01/omisego-morevp/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
the lao,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2020/01/the-lao/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
dandelion organizations,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/12/dandelion-organizations/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
fairmint continuous securities,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/11/fairmint-continuous-securities-offering/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aragonone aragon network,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/11/aragonone-aragon-network-presale/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
orchid network,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/11/orchid-network-protocol/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
aragonblack fundraising,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/11/aragonblack-fundraising/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
0x staking,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/10/0x-v3-staking/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
vyper,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/10/vyper/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
slock it incubed3,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/09/slock.it-incubed3/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
0x exchange,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/09/0x-v3-exchange/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
atomic loans,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/09/atomic-loans/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
pegasys permissioning,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/08/pegasys-permissioning/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
ens permanent registrar,diligence,ConsenSys Diligence,,,https://diligence.security/audits/2019/03/ens-permanent-registrar/,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
simplemultisigwallet,diligence,ConsenSys Diligence,,,https://diligence.security/diligence/files/SimpleMultisigWallet_Audit.pdf,found_on=https://diligence.security/audits/,audit_events_firm_archives.csv,
