protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,slug,in_llama,protocol_norm,slug_mapped,slug_final
solodit_content,audit_report_firm,OpenZeppelin,,2021-08-30T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-08-30-Shoyu.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-08-30-Shoyu.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
smartguard,audit_report_firm,OpenZeppelin,,2025-06-30T00:00:00Z,https://github.com/advaitbd/smartguard/blob/30c226f683ea98169ff3af136edb5c5a33725f46/reports/no_error/o3-mini-rag-off/analysis_report_MerkleDrop.sol_20250324_003213.md,"repo=advaitbd/smartguard; path=reports/no_error/o3-mini-rag-off/analysis_report_MerkleDrop.sol_20250324_003213.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,smartguard,,
reports-website,audit_report_firm,OpenZeppelin,,2023-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/04-2023-Incubator-DAO.md,"repo=totoptech/reports-website; path=reports/04-2023-Incubator-DAO.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2023-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/10-2023-DopexV2-rDPX-upgrade.md,"repo=totoptech/reports-website; path=reports/10-2023-DopexV2-rDPX-upgrade.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2022-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/12-2022-Gro-Protocol.md,"repo=totoptech/reports-website; path=reports/12-2022-Gro-Protocol.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2022-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/06-2022-Superfluid.md,"repo=totoptech/reports-website; path=reports/06-2022-Superfluid.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/10-2024-Flower.md,"repo=totoptech/reports-website; path=reports/10-2024-Flower.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2023-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/10-2023-Dopex-CLAMM.md,"repo=totoptech/reports-website; path=reports/10-2023-Dopex-CLAMM.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
reports-website,audit_report_firm,OpenZeppelin,,2023-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/06-2023-Yearn-v3.md,"repo=totoptech/reports-website; path=reports/06-2023-Yearn-v3.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
Audits-By-CarlosAlegreUr,audit_report_firm,OpenZeppelin,,2023-08-15T00:00:00Z,https://github.com/CarlosAlegreUr/Audits-By-CarlosAlegreUr/blob/f5eb10da9ebe282f9bd7a3951d6eab9fd0e17bc8/reports/2023-08-sparkn/Low2-EventCanBeEmittedIncorrectly-CarlosAlegreUr.md,"repo=CarlosAlegreUr/Audits-By-CarlosAlegreUr; path=reports/2023-08-sparkn/Low2-EventCanBeEmittedIncorrectly-CarlosAlegreUr.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audits by carlosalegreur,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/24.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/24.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/10.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/10.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
udao-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/udao-contracts/blob/53dbaecfa7fc60952c9db8b5b47609d675d42ef6/reports/UDAOGovernorReport.md,"repo=anywai/udao-contracts; path=reports/UDAOGovernorReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao,,
reports-website,audit_report_firm,OpenZeppelin,,2023-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/02-2023-TempleDAO-Origami-Recheck.md,"repo=totoptech/reports-website; path=reports/02-2023-TempleDAO-Origami-Recheck.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
audits,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/igorroncevic/audits/blob/daabffdbbc40fc97ebb8635ff677be86605b0a8a/reports/private/202408_txFusion_Visor.md,"repo=igorroncevic/audits; path=reports/private/202408_txFusion_Visor.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports,,
reports-website,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/09-2024-Euler-Hook-Target-Firewall.md,"repo=totoptech/reports-website; path=reports/09-2024-Euler-Hook-Target-Firewall.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
flashloan-project,audit_report_firm,OpenZeppelin,,,https://github.com/tuvalsss/flashloan-project/blob/a830ebb53022d62f965610fd6d46756ef3386096/REPORTS/flashloan_liquidations_e2e_gap_report.md,"repo=tuvalsss/flashloan-project; path=REPORTS/flashloan_liquidations_e2e_gap_report.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,flashloan project,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-05-27T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-05-27-Pandora.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-05-27-Pandora.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-06-05T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2023-06-05-Fluxfire.md,"repo=solodit/solodit_content; path=reports/Zokyo/2023-06-05-Fluxfire.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
reports-website,audit_report_firm,OpenZeppelin,,2022-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/10-2022-NounsDAO-Token-Buyer.md,"repo=totoptech/reports-website; path=reports/10-2022-NounsDAO-Token-Buyer.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-10-29T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-10-29-Liberty%20Finance.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-10-29-Liberty Finance.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-08-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2023-08-01-gTrade.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2023-08-01-gTrade.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-06-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2023-06-01-Portals.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2023-06-01-Portals.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-04-15T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Hexens/2024-04-15-Fuel.md,"repo=solodit/solodit_content; path=reports/Hexens/2024-04-15-Fuel.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-07-21T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-07-21-ITrustFinance.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-07-21-ITrustFinance.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/76.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/76.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/131.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/131.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
solodit_content,audit_report_firm,OpenZeppelin,,2025-06-02T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2025-06-02-cyfrin-evo-soulboundtoken-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2025-06-02-cyfrin-evo-soulboundtoken-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-12-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2023-12-01-veTenet.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2023-12-01-veTenet.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-09-17T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2022-09-17-Adaswap.md,"repo=solodit/solodit_content; path=reports/Zokyo/2022-09-17-Adaswap.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-10-18T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2022-10-18-Onemind.md,"repo=solodit/solodit_content; path=reports/Zokyo/2022-10-18-Onemind.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-05-21T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-05-21-EqiFi.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-05-21-EqiFi.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-06-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/ZachObront/2023-06-01-alongside.md,"repo=solodit/solodit_content; path=reports/ZachObront/2023-06-01-alongside.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-12-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2022-12-01-Arcana.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2022-12-01-Arcana.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-11-19T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-11-19-Tren.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-11-19-Tren.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-05-27T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-05-27-Ellufa.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-05-27-Ellufa.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-01-10T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-01-10-Yollo.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-01-10-Yollo.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
valantis-bug-hunt,audit_report_firm,OpenZeppelin,,,https://github.com/jmenichole/valantis-bug-hunt/blob/169abb610b98dc8ebe6e2676867669436c9c887e/reports/PATTERN7_SIGNATURE_VALIDATION_ANALYSIS.md,"repo=jmenichole/valantis-bug-hunt; path=reports/PATTERN7_SIGNATURE_VALIDATION_ANALYSIS.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,valantis bug hunt,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-06-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2023-06-01-NFT%20Loots.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2023-06-01-NFT Loots.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-12-22T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2023-12-22-CreditSwap.md,"repo=solodit/solodit_content; path=reports/Zokyo/2023-12-22-CreditSwap.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-08-30T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2023-08-30-Vaultka.md,"repo=solodit/solodit_content; path=reports/Zokyo/2023-08-30-Vaultka.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-07-27T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Shieldify/2023-07-27-PHIMaterial.md,"repo=solodit/solodit_content; path=reports/Shieldify/2023-07-27-PHIMaterial.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-04-18T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-04-18-cyfrin-ondo-finance.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-04-18-cyfrin-ondo-finance.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-04-17T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Hexens/2023-04-17-Astrolab.md,"repo=solodit/solodit_content; path=reports/Hexens/2023-04-17-Astrolab.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-03-25T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-03-25-Planar%20Finance.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-03-25-Planar Finance.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-09-19T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2023-09-19-cyfrin-swapexchange.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2023-09-19-cyfrin-swapexchange.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2025-08-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2025-08-01-cyfrin-syntetika-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2025-08-01-cyfrin-syntetika-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-01-03T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-01-03-Chainport.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-01-03-Chainport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-02-12T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/ZachObront/2023-02-12-Dyad.md,"repo=solodit/solodit_content; path=reports/ZachObront/2023-02-12-Dyad.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2025-11-23T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2025-11-23-cyfrin-sherpa-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2025-11-23-cyfrin-sherpa-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-05-09T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Guardian%20Audits/2022-05-09-Ethernote.md,"repo=solodit/solodit_content; path=reports/Guardian Audits/2022-05-09-Ethernote.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-11-10T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2023-11-10-cyfrin-dexe.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2023-11-10-cyfrin-dexe.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-07-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-07-01-cyfrin-tunnl-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-07-01-cyfrin-tunnl-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-09-27T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-09-27-cyfrin-bima-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-09-27-cyfrin-bima-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-05-04T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-05-04-cyfrin-solidly-v2-memecore-v2-2.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-05-04-cyfrin-solidly-v2-memecore-v2-2.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2023-02-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2023-02-01-LizardStarking.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2023-02-01-LizardStarking.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-10-29T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-10-29-cyfrin-one-world-project-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-10-29-cyfrin-one-world-project-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-04-11T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2024-04-11-cyfrin-wormhole-evm-ntt-v2.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2024-04-11-cyfrin-wormhole-evm-ntt-v2.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-11-26T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-11-26-Zerolend.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-11-26-Zerolend.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-03-28T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2022-03-28-Wonderman.md,"repo=solodit/solodit_content; path=reports/Zokyo/2022-03-28-Wonderman.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2025-08-02T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2025-08-02-cyfrin-stakelink-vesting-v2.0.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2025-08-02-cyfrin-stakelink-vesting-v2.0.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-06-12T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2024-06-12-Legion%20OTC.md,"repo=solodit/solodit_content; path=reports/Zokyo/2024-06-12-Legion OTC.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-12-01T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Pashov%20Audit%20Group/2022-12-01-GMD.md,"repo=solodit/solodit_content; path=reports/Pashov Audit Group/2022-12-01-GMD.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-03-23T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-03-23-Mogul.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-03-23-Mogul.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-06-03T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-06-03-Crowny.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-06-03-Crowny.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2022-08-08T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2022-08-08-TrustSwap.md,"repo=solodit/solodit_content; path=reports/Zokyo/2022-08-08-TrustSwap.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
solodit_content,audit_report_firm,OpenZeppelin,,2025-07-31T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Cyfrin/2025-07-31-cyfrin-linea-tokens-v2.3.md,"repo=solodit/solodit_content; path=reports/Cyfrin/2025-07-31-cyfrin-linea-tokens-v2.3.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
